# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant+splice_region_variant	variants_effect_exon_loss_variant+start_lost+splice_region_variant	variants_effect_frameshift_variant	variants_effect_frameshift_variant+missense_variant	variants_effect_frameshift_variant+splice_region_variant	variants_effect_frameshift_variant+start_lost	variants_effect_frameshift_variant+start_lost+splice_region_variant	variants_effect_frameshift_variant+stop_gained	variants_effect_frameshift_variant+stop_gained+synonymous_variant	variants_effect_frameshift_variant+stop_lost+splice_region_variant	variants_effect_frameshift_variant+synonymous_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_missense_variant	variants_effect_missense_variant+disruptive_inframe_deletion	variants_effect_missense_variant+inframe_deletion	variants_effect_splice_region_variant+stop_retained_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost+inframe_deletion+splice_region_variant	variants_effect_stop_lost+splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_SPLICE_SITE_REGION	total_score_SPLICE_SITE_REGION	length_SPLICE_SITE_REGION	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
SAOUHSC_01401	SAOUHSC_01401	YP_499928.1		0	2	0	42	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	34	8	0	5000	2	0	1266	0	0	0	0	0	0	34	0	5000
SAOUHSC_01402	SAOUHSC_01402	YP_499929.1		0	1	0	25	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	17	0	5000	1	0	402	0	0	0	0	0	0	8	0	5000
SAOUHSC_01403	SAOUHSC_01403	YP_499930.1		0	0	0	25	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	17	0	5000	0	0	0	0	0	0	0	0	0	8	0	5000
SAOUHSC_01405	SAOUHSC_01405	YP_499932.1		0	1	0	28	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	15	0	5000	1	0	309	0	0	0	0	0	0	13	0	5000
SAOUHSC_01406	SAOUHSC_01406	YP_499933.1		0	0	0	30	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	0	5000	0	0	0	0	0	0	0	0	0	15	0	5000
SAOUHSC_01407	SAOUHSC_01407	YP_499934.1		0	0	0	32	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	19	0	5000	0	0	0	0	0	0	0	0	0	13	0	5000
SAOUHSC_01408	SAOUHSC_01408	YP_499935.1		0	1	3	28	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	11	17	0	5000	4	0	1137	0	0	0	0	0	0	11	0	5000
SAOUHSC_01411	SAOUHSC_01411	YP_499938.1		0	3	0	37	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	29	8	0	5000	3	0	1344	0	0	0	0	0	0	29	0	5000
SAOUHSC_01412	SAOUHSC_01412	YP_499939.1		0	6	2	30	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	16	14	0	5000	8	0	1887	0	0	0	0	0	0	16	0	5000
SAOUHSC_01413	SAOUHSC_01413	YP_499940.1		0	0	0	36	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	20	0	5000	0	0	0	0	0	0	0	0	0	16	0	5000
SAOUHSC_01414	SAOUHSC_01414	YP_499941.2		0	0	0	33	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	17	0	5000	0	0	0	0	0	0	0	0	0	16	0	5000
SAOUHSC_01415	SAOUHSC_01415	YP_499942.1		0	0	0	33	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	17	0	5000	0	0	0	0	0	0	0	0	0	16	0	5000
SAOUHSC_01416	SAOUHSC_01416	YP_499943.1		0	0	0	40	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	31	0	5000	0	0	0	0	0	0	0	0	0	9	0	5000
SAOUHSC_01419	SAOUHSC_01419	YP_499945.1		0	0	0	62	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	16	0	5000	0	0	0	0	0	0	0	0	0	46	0	5000
SAOUHSC_01420	SAOUHSC_01420	YP_499946.1		0	8	0	40	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	39	1	0	5000	8	0	660	0	0	0	0	0	0	39	0	5000
SAOUHSC_01421	SAOUHSC_01421	YP_499947.1		2	2	1	42	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	33	9	0	5000	4	0	132	1	0	132	0	0	0	33	0	5000
SAOUHSC_01422	SAOUHSC_01422	YP_499948.1		1	0	1	45	0	17	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	28	17	0	5000	2	0	201	0	0	0	0	0	0	28	0	5000
SAOUHSC_01423	SAOUHSC_01423	YP_499949.1		0	4	2	42	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	23	19	0	5000	6	0	615	0	0	0	0	0	0	23	0	5000
SAOUHSC_01425	SAOUHSC_01425	YP_499951.1		0	2	0	48	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	19	29	0	5000	2	0	510	0	0	0	0	0	0	19	0	5000
SAOUHSC_01427	SAOUHSC_01427	YP_499952.1		0	4	2	56	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	15	41	0	5000	6	0	1491	0	0	0	0	0	0	15	0	5000
SAOUHSC_01429	SAOUHSC_01429	YP_499954.1		0	0	0	55	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	39	0	5000	0	0	0	0	0	0	0	0	0	16	0	5000
SAOUHSC_01430	SAOUHSC_01430	YP_499955.1		0	0	1	50	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	16	34	0	5000	1	0	501	0	0	0	0	0	0	16	0	5000
SAOUHSC_01431	SAOUHSC_01431	YP_499956.1		0	0	0	47	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	29	0	5000	0	0	0	0	0	0	0	0	0	18	0	5000
SAOUHSC_01432	SAOUHSC_01432	YP_499957.1		0	0	0	46	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	28	0	5000	0	0	0	0	0	0	0	0	0	18	0	5000
SAOUHSC_01433	SAOUHSC_01433	YP_499958.1		0	0	0	45	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	19	0	5000	0	0	0	0	0	0	0	0	0	26	0	5000
SAOUHSC_01434	SAOUHSC_01434	YP_499959.1		0	1	2	45	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	27	18	0	5000	3	0	480	0	0	0	0	0	0	27	0	5000
SAOUHSC_01436	SAOUHSC_01436	YP_499961.1		0	0	0	42	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	15	0	5000	0	0	0	0	0	0	0	0	0	27	0	5000
SAOUHSC_01437	SAOUHSC_01437	YP_499962.1		0	3	1	47	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	32	15	0	5000	4	0	1125	0	0	0	0	0	0	32	0	5000
SAOUHSC_01438	SAOUHSC_01438	YP_499963.1		0	0	0	58	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	18	0	5000	0	0	0	0	0	0	0	0	0	40	0	5000
SAOUHSC_01439	SAOUHSC_01439	YP_499964.1		0	0	0	59	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	18	0	5000	0	0	0	0	0	0	0	0	0	41	0	5000
SAOUHSC_01440	SAOUHSC_01440	YP_499965.1		0	5	0	65	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	21	44	0	5000	5	0	705	0	0	0	0	0	0	21	0	5000
SAOUHSC_01441	SAOUHSC_01441	YP_499966.1		0	0	0	73	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	28	0	5000	0	0	0	0	0	0	0	0	0	45	0	5000
SAOUHSC_01443	SAOUHSC_01443	YP_499968.1		0	0	1	96	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	27	69	0	5000	1	0	402	0	0	0	0	0	0	27	0	5000
SAOUHSC_01447	SAOUHSC_01447	YP_499969.1		5	288	175	68	0	26	0	0	4	0	0	0	0	0	0	0	1	0	0	175	0	0	0	0	0	0	0	288	42	26	0	5000	468	0	28608	0	0	0	0	0	0	42	0	5000
SAOUHSC_01448	SAOUHSC_01448	YP_499970.1		0	8	3	144	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	8	43	101	0	5000	11	0	1392	0	0	0	0	0	0	43	0	5000
SAOUHSC_01450	SAOUHSC_01450	YP_499971.1		0	14	1	117	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14	44	73	0	5000	15	0	1323	0	0	0	0	0	0	44	0	5000
SAOUHSC_01451	SAOUHSC_01451	YP_499972.1		0	4	0	103	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	48	55	0	5000	4	0	1041	0	0	0	0	0	0	48	0	5000
SAOUHSC_01452	SAOUHSC_01452	YP_499973.1		0	7	3	78	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7	39	39	0	5000	10	0	1119	0	0	0	0	0	0	39	0	5000
SAOUHSC_01454	SAOUHSC_01454	YP_499974.1		1	9	2	70	0	44	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	9	26	44	0	5000	12	0	879	0	0	0	0	0	0	26	0	5000
SAOUHSC_01455	SAOUHSC_01455	YP_499975.1		0	17	7	63	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	17	17	46	0	5000	24	0	3441	0	0	0	0	0	0	17	0	5000
SAOUHSC_01456	SAOUHSC_01456	YP_499976.1		0	0	0	63	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	22	0	5000	0	0	0	0	0	0	0	0	0	41	0	5000
SAOUHSC_01459	SAOUHSC_01459	YP_499978.1		0	2	1	43	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	20	23	0	5000	3	0	333	0	0	0	0	0	0	20	0	5000
SAOUHSC_01460	SAOUHSC_01460	YP_499979.1		0	6	1	38	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	14	24	0	5000	7	0	1146	0	0	0	0	0	0	14	0	5000
SAOUHSC_01462	SAOUHSC_01462	YP_499980.1		0	0	0	49	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	17	0	5000	0	0	0	0	0	0	0	0	0	32	0	5000
SAOUHSC_01463	SAOUHSC_01463	YP_499981.1		0	2	0	49	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	32	17	0	5000	2	0	564	0	0	0	0	0	0	32	0	5000
SAOUHSC_01464	SAOUHSC_01464	YP_499982.1		0	0	3	47	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	30	17	0	5000	3	0	351	0	0	0	0	0	0	30	0	5000
SAOUHSC_01467	SAOUHSC_01467	YP_499985.1		0	4	2	60	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	21	39	0	5000	6	0	2184	0	0	0	0	0	0	21	0	5000
SAOUHSC_01468	SAOUHSC_01468	YP_499986.1		0	0	1	52	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	20	32	0	5000	1	0	342	0	0	0	0	0	0	20	0	5000
SAOUHSC_01469	SAOUHSC_01469	YP_499987.1		0	0	1	51	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	19	32	0	5000	1	0	660	0	0	0	0	0	0	19	0	5000
SAOUHSC_01470	SAOUHSC_01470	YP_499988.1		0	3	4	45	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	15	30	0	5000	7	0	687	0	0	0	0	0	0	15	0	5000
SAOUHSC_01472	SAOUHSC_01472	YP_499990.1		0	1	1	61	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	23	38	0	5000	2	0	2694	0	0	0	0	0	0	23	0	5000
SAOUHSC_01473	SAOUHSC_01473	YP_499991.1		0	2	4	44	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	30	14	0	5000	6	0	972	0	0	0	0	0	0	30	0	5000
SAOUHSC_01474	SAOUHSC_01474	YP_499992.2		0	0	1	47	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	33	14	0	5000	1	0	1203	0	0	0	0	0	0	33	0	5000
SAOUHSC_01475	SAOUHSC_01475	YP_499993.1		0	0	1	43	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	33	10	0	5000	1	0	1143	0	0	0	0	0	0	33	0	5000
SAOUHSC_01476	SAOUHSC_01476	YP_499994.1		0	1	0	41	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	16	0	5000	1	0	318	0	0	0	0	0	0	25	0	5000
SAOUHSC_01477	SAOUHSC_01477	YP_499995.1		0	2	1	77	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	57	20	0	5000	3	0	681	0	0	0	0	0	0	57	0	5000
SAOUHSC_01478	SAOUHSC_01478	YP_499996.1		0	8	5	97	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	8	74	23	0	5000	13	0	588	0	0	0	0	0	0	74	0	5000
SAOUHSC_01479	SAOUHSC_01479	YP_499997.1		0	0	1	126	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	95	31	0	5000	1	0	576	0	0	0	0	0	0	95	0	5000
SAOUHSC_01480	SAOUHSC_01480	YP_499998.1		0	2	3	126	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	96	30	0	5000	5	0	1104	0	0	0	0	0	0	96	0	5000
SAOUHSC_01481	SAOUHSC_01481	YP_499999.1		0	0	0	154	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	34	0	5000	0	0	0	0	0	0	0	0	0	120	0	5000
SAOUHSC_01483	SAOUHSC_01483	YP_500001.1		0	41	7	101	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	41	46	55	0	5000	48	0	1167	0	0	0	0	0	0	46	0	5000
SAOUHSC_01484	SAOUHSC_01484	YP_500002.1		0	0	0	135	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	97	0	5000	0	0	0	0	0	0	0	0	0	38	0	5000
SAOUHSC_01486	SAOUHSC_01486	YP_500004.1		0	16	4	111	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	16	15	96	0	5000	20	0	945	0	0	0	0	0	0	15	0	5000
SAOUHSC_01488	SAOUHSC_01488	YP_500006.1		0	2	1	129	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	11	118	0	5000	3	0	573	0	0	0	0	0	0	11	0	5000
SAOUHSC_01489	SAOUHSC_01489	YP_500007.1		0	1	1	107	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	97	10	0	5000	2	0	315	0	0	0	0	0	0	97	0	5000
SAOUHSC_01490	SAOUHSC_01490	YP_500008.1		0	0	0	96	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	88	0	5000	0	0	0	0	0	0	0	0	0	8	0	5000
SAOUHSC_01494	SAOUHSC_01494	YP_500013.1		0	0	0	66	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	55	0	5000	0	0	0	0	0	0	0	0	0	11	0	5000
SAOUHSC_01495	SAOUHSC_01495	YP_500014.1		0	0	0	66	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	11	0	5000	0	0	0	0	0	0	0	0	0	55	0	5000
SAOUHSC_01497	SAOUHSC_01497	YP_500016.1		0	2	2	65	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	6	59	0	5000	4	0	969	0	0	0	0	0	0	6	0	5000
SAOUHSC_01499	SAOUHSC_01499	YP_500017.1		0	14	0	53	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	41	12	0	5000	14	0	987	0	0	0	0	0	0	41	0	5000
SAOUHSC_01500	SAOUHSC_01500	YP_500018.1		0	2	2	63	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	34	29	0	5000	4	0	117	0	0	0	0	0	0	34	0	5000
SAOUHSC_01501	SAOUHSC_01501	YP_500019.1		0	4	21	54	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	4	20	34	0	5000	25	0	1461	0	0	0	0	0	0	20	0	5000
SAOUHSC_01502	SAOUHSC_01502	YP_500020.1		0	6	2	103	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	48	55	0	5000	8	0	1380	0	0	0	0	0	0	48	0	5000
SAOUHSC_01503	SAOUHSC_01503	YP_500021.1		0	0	0	124	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	61	0	5000	0	0	0	0	0	0	0	0	0	63	0	5000
SAOUHSC_01504	SAOUHSC_01504	YP_500022.1		0	0	0	110	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	63	0	5000	0	0	0	0	0	0	0	0	0	47	0	5000
SAOUHSC_01505	SAOUHSC_01505	YP_500023.1		0	0	0	106	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	43	0	5000	0	0	0	0	0	0	0	0	0	63	0	5000
SAOUHSC_01507	SAOUHSC_01507	YP_500024.1		0	0	0	96	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	35	0	5000	0	0	0	0	0	0	0	0	0	61	0	5000
SAOUHSC_01508	SAOUHSC_01508	YP_500025.1		0	6	4	86	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	6	51	35	0	5000	10	0	915	0	0	0	0	0	0	51	0	5000
SAOUHSC_01510	SAOUHSC_01510	YP_500026.1		0	0	0	71	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	20	0	5000	0	0	0	0	0	0	0	0	0	51	0	5000
SAOUHSC_01511	SAOUHSC_01511	YP_500027.1		0	20	6	45	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	20	25	20	0	5000	26	0	891	0	0	0	0	0	0	25	0	5000
SAOUHSC_01512	SAOUHSC_01512	YP_500028.1		0	13	11	39	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	13	1	38	0	5000	24	0	918	0	0	0	0	0	0	1	0	5000
SAOUHSC_01513	SAOUHSC_01513	YP_500029.1		0	0	0	63	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	5000	0	0	0	0	0	0	0	0	0	0	0	0
SAOUHSC_01514	SAOUHSC_01514	YP_500030.1		0	0	0	63	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	5000	0	0	0	0	0	0	0	0	0	0	0	0
SAOUHSC_01515	SAOUHSC_01515	YP_500032.1		0	0	0	61	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	5000	0	0	0	0	0	0	0	0	0	0	0	0
SAOUHSC_01516	SAOUHSC_01516	YP_500033.1		0	0	0	39	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	5000	0	0	0	0	0	0	0	0	0	0	0	0
SAOUHSC_01517	SAOUHSC_01517	YP_500034.1		0	0	0	25	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	5000	0	0	0	0	0	0	0	0	0	0	0	0
SAOUHSC_01518	SAOUHSC_01518	YP_500035.1		0	0	0	15	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	5000	0	0	0	0	0	0	0	0	0	0	0	0
SAOUHSC_01519	SAOUHSC_01519	YP_500036.1		0	0	0	15	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	5000	0	0	0	0	0	0	0	0	0	0	0	0
SAOUHSC_01520	SAOUHSC_01520	YP_500037.1		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0
SAOUHSC_01575	SAOUHSC_01575	YP_500091.1		0	0	0	12	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	5000	0	0	0	0	0	0	0	0	0	0	0	0
SAOUHSC_01576	SAOUHSC_01576	YP_500092.1		0	0	0	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	5000	0	0	0	0	0	0	0	0	0	0	0	0
SAOUHSC_01577	SAOUHSC_01577	YP_500093.1		0	0	0	44	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	5000	0	0	0	0	0	0	0	0	0	0	0	0
SAOUHSC_01578	SAOUHSC_01578	YP_500094.1		0	0	0	45	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	5000	0	0	0	0	0	0	0	0	0	0	0	0
SAOUHSC_01579	SAOUHSC_01579	YP_500095.1		0	0	0	51	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	5000	0	0	0	0	0	0	0	0	0	0	0	0
SAOUHSC_01580	SAOUHSC_01580	YP_500096.1		0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	51	0	5000
SAOUHSC_01582	SAOUHSC_01582	YP_500097.1		0	0	0	56	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	5000	0	0	0	0	0	0	0	0	0	0	0	0
SAOUHSC_01583	SAOUHSC_01583	YP_500098.1		0	10	18	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	10	46	0	0	0	28	0	2028	0	0	0	0	0	0	46	0	5000
SAOUHSC_01584	SAOUHSC_01584	YP_500099.1		0	14	5	58	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	14	30	28	0	5000	19	0	870	0	0	0	0	0	0	30	0	5000
SAOUHSC_01585	SAOUHSC_01585	YP_500100.1		0	5	0	85	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	34	51	0	5000	5	0	1752	0	0	0	0	0	0	34	0	5000
SAOUHSC_01586	SAOUHSC_01586	YP_500101.1		0	0	0	92	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	56	0	5000	0	0	0	0	0	0	0	0	0	36	0	5000
SAOUHSC_01587	SAOUHSC_01587	YP_500102.1		0	9	0	78	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	30	48	0	5000	9	0	738	0	0	0	0	0	0	30	0	5000
SAOUHSC_01588	SAOUHSC_01588	YP_500103.1		0	7	2	74	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	24	50	0	5000	9	0	543	0	0	0	0	0	0	24	0	5000
SAOUHSC_01589	SAOUHSC_01589	YP_500104.1		0	3	0	69	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	23	46	0	5000	3	0	732	0	0	0	0	0	0	23	0	5000
SAOUHSC_01590	SAOUHSC_01590	YP_500105.1		0	2	3	52	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	31	21	0	5000	5	0	507	0	0	0	0	0	0	31	0	5000
SAOUHSC_01591	SAOUHSC_01591	YP_500106.1		0	6	0	57	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	25	32	0	5000	6	0	888	0	0	0	0	0	0	25	0	5000
SAOUHSC_01592	SAOUHSC_01592	YP_500107.1		0	0	0	60	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	34	0	5000	0	0	0	0	0	0	0	0	0	26	0	5000
SAOUHSC_01593	SAOUHSC_01593	YP_500108.1		0	2	0	61	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	27	34	0	5000	2	0	543	0	0	0	0	0	0	27	0	5000
SAOUHSC_01594	SAOUHSC_01594	YP_500109.1		0	1	2	66	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	36	30	0	5000	3	0	909	0	0	0	0	0	0	36	0	5000
SAOUHSC_01595	SAOUHSC_01595	YP_500110.1		0	1	2	55	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	27	28	0	5000	3	0	249	0	0	0	0	0	0	27	0	5000
SAOUHSC_01596	SAOUHSC_01596	YP_500111.1		0	0	2	58	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	31	27	0	5000	2	0	756	0	0	0	0	0	0	31	0	5000
