ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.961895	0.486111	0.823033	2322070
0.989373	1	0.999943	2821200
0.999206	1	1	2821360
0.999928	1	1	2821360
0.979571	0.405063	0.763561	2154280
1	1	1	2821360
0.994242	1	0.999983	2821310
0.999711	1	1	2821360
0.88328	0.48227	0.789495	2227450
0.999577	1	1	2821360
0.420679	0.448052	0.503018	1419200
0.997138	1	0.999996	2821350
1	1.65057e-19	7.30343e-18	2.06056e-11
0.994	6.17851e-25	3.48524e-23	9.83312e-17
0.999748	0.496813	0.844267	2381980
0.262394	1	0.613454	1730770
0.99943	1	1	2821360
1	0.709197	0.952893	2688450
0.633935	0.559983	0.722644	2038840
0.961195	0.481707	0.819534	2312200
1	0.468531	0.82375	2324090
0.996909	1	0.999995	2821350
0.999617	0.496552	0.844038	2381340
0.959737	1	0.999178	2819040
0.563997	1	0.887001	2502550
0.999564	1	1	2821360
1	0.458647	0.81615	2302650
0.627176	1	0.919771	2595010
0.643176	1	0.927033	2615500
0.26683	1	0.619351	1747410
0.946225	0.840714	0.977499	2757880
0.688992	0.87557	0.908152	2562230
0.562129	0.764034	0.792472	2235850
0.981043	1	0.999819	2820850
1	1	1	2821360
0.480855	0.116649	0.217678	614149
0.999416	0.457627	0.815145	2299820
0.882333	0.275514	0.586905	1655870
0.759361	0.554368	0.785187	2215290
0.0315474	0.558349	0.0887598	250423
0.994075	0.900065	0.994254	2805150
0.455999	0.18374	0.291531	822513
0.452525	0.18052	0.286308	807778
0.807188	0.0357073	0.131045	369724
0.35546	0.0134387	0.0303046	85500.2
0.321202	0.0268488	0.049615	139982
0.960951	0.0412857	0.167703	473151
0.993571	0.121536	0.37603	1060910
0.973864	0.0878954	0.296006	835141
0.0301089	0.852189	0.119643	337555
0.25305	1	0.600784	1695030
1	1	1	2821360
1	1	1	2821360
0.616344	1	0.914624	2580480
0.979058	0.709441	0.94772	2673860
0.136112	0.508471	0.25404	716740
0.151442	0.64532	0.325002	916947
0.793341	0.82174	0.930833	2626220
0.854131	0.162348	0.412627	1164170
0.177398	0.162348	0.130965	369500
0.999665	0.490323	0.839654	2368970
0.307143	0.443038	0.407486	1149660
1	1	1	2821360
1	1	1	2821360
0.465225	1	0.821231	2316990
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.999928	0.42515	0.78876	2225380
1	0.467105	0.822666	2321040
0.991763	0.474359	0.825201	2328190
0.999236	1	1	2821360
0.870806	1	0.99127	2796730
1	0.0770367	0.274518	774515
0.644017	1	0.927404	2616540
0.299232	1	0.660266	1862850
1	0.496865	0.844391	2382330
0.999673	1	1	2821360
0.999913	1	1	2821360
0.998677	0.480769	0.832403	2348510
1	1	1	2821360
0.999642	1	1	2821360
1	1	1	2821360
0.538979	1	0.87211	2460540
0.893412	0.491124	0.800225	2257720
1	1	1	2821360
1	1	1	2821360
0.389146	1	0.756422	2134140
0.970292	1	0.999554	2820100
0.0234978	1	0.111635	314962
0.863244	0.336814	0.649914	1833640
0.576736	0.836496	0.834088	2353260
0.990925	0.836496	0.984449	2777490
0.779363	0.721588	0.886073	2499930
0.595339	0.837321	0.845525	2385530
1	0.836928	0.985916	2781620
0.997608	1	0.999997	2821350
0.802816	0.439675	0.720552	2032940
0.45268	0.496732	0.560414	1581130
1	0.389831	0.757068	2135960
0.978083	1	0.999758	2820680
0.153651	0.407143	0.235947	665692
0.947986	0.410853	0.75674	2135040
1	0.496599	0.844204	2381810
0.875496	0.486111	0.789161	2226510
1	0.428571	0.791699	2233670
0.999426	0.182207	0.492257	1388830
0.999351	0.501975	0.847714	2391710
0.996533	1.78602e-12	4.99322e-11	0.000140877
1	3.7048e-14	1.18282e-12	3.33715e-06
1	1	1	2821360
0.981654	0.465753	0.815027	2299490
1	0.48227	0.833966	2352920
1	0.468085	0.823411	2323140
1	3.70944e-16	1.35508e-14	3.82316e-08
0.999879	1	1	2821360
0.959673	0.495798	0.829207	2339490
0.402931	1	0.769192	2170170
1	1.95594e-19	8.62144e-18	2.43242e-11
0.949006	1.72545e-18	6.86972e-17	1.9382e-10
1	1	1	2821360
0.696507	1	0.948418	2675830
0.999642	1	1	2821360
1	0.448485	0.808116	2279990
1	1	1	2821360
0.999914	0.477124	0.830155	2342170
0.999911	1	1	2821360
1	0.48062	0.83276	2349520
0.998711	0.474684	0.827917	2335850
1	0.471831	0.826239	2331120
1	0.11671	0.36741	1036600
0.997765	0.493333	0.841128	2373130
0.977186	1	0.999738	2820620
0.583816	1	0.898008	2533600
0.999937	0.466292	0.822024	2319230
0.96027	0.472973	0.812648	2292770
1	0.496552	0.844172	2381710
1	1	1	2821360
1	0.48855	0.838505	2365720
0.969838	0.817683	0.976927	2756260
0.254375	1	0.602601	1700160
0.956215	1	0.999027	2818620
0.0911931	0.817783	0.268171	756607
0.780319	0.645131	0.848925	2395120
0.597627	0.492756	0.6545	1846580
0.682147	0.645887	0.801715	2261930
0.637847	0.816182	0.860433	2427590
0.533847	0.648653	0.713514	2013080
0.943341	0.645636	0.911053	2570410
0.998407	0.645287	0.92751	2616840
1	1	1	2821360
0.280573	1	0.637159	1797660
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.93363	1	0.997747	2815000
1	1	1	2821360
0.997641	1	0.999997	2821350
1	1	1	2821360
1	0.496124	0.843872	2380870
0.0558442	0.747627	0.174352	491911
0.155077	1	0.444115	1253010
0.304126	1	0.666132	1879400
0.989581	0.325553	0.687075	1938490
0.53389	0.252747	0.405212	1143250
0.313102	0.191137	0.228369	644313
1	0.212238	0.541217	1526970
0.729179	0.607272	0.80353	2267050
0.185605	0.373084	0.25414	717020
0.673379	0.37016	0.595544	1680240
0.163412	0.336671	0.21457	605381
0.161467	0.500231	0.284002	801272
0.0834434	0.56992	0.192404	542842
0.974726	0.77342	0.966866	2727880
0.946854	0.769678	0.959351	2706680
0.991521	0.769161	0.969292	2734720
0.711028	0.83608	0.903648	2549520
0.987929	1	0.999927	2821150
0.789232	1	0.976039	2753760
0.287181	0.513049	0.429494	1211760
1	0.252529	0.600067	1693000
1	0.359416	0.727198	2051690
0.170946	0.360953	0.233573	658995
1	0.471693	0.826136	2330830
0.960765	1	0.99922	2819160
0.985086	0.536709	0.865662	2442340
0.79834	0.780391	0.917817	2589490
0.760207	0.349854	0.618202	1744170
1	0.00710258	0.0422412	119178
0.307763	0.328856	0.333036	939616
0.60479	0.213237	0.39311	1109100
0.382523	0.32482	0.383371	1081630
0.966858	0.245417	0.578615	1632480
1	0.442927	0.803625	2267320
0.888265	0.167488	0.432237	1219500
0.921377	1	0.996825	2812400
0.0798335	0.0751446	0.0366912	103519
1	0.0736388	0.265732	749725
0.963457	0.103203	0.328949	928083
0.439386	0.271552	0.37298	1052310
0.0551807	1	0.215047	606725
0.724767	1	0.958073	2703070
0.954895	0.51049	0.837726	2363530
1	0.2	0.521888	1472430
0.459411	0.109767	0.201067	567284
1	1	1	2821360
0.846848	0.820675	0.947867	2674270
0.0611974	1	0.232162	655011
0.992107	1	0.999969	2821270
1	0.498864	0.845785	2386260
0.173564	0.809945	0.41639	1174790
0.598804	1	0.905883	2555820
1	1	1	2821360
0.176873	1	0.483274	1363490
0.214381	1	0.544528	1536310
0.0484801	0.710382	0.15045	424475
0.933529	0.70639	0.934006	2635170
0.793923	0.311512	0.592839	1672610
0.778926	0.520318	0.771328	2176200
0.705699	0.503288	0.722827	2039360
0.975024	0.520318	0.851596	2402660
0.666833	0.605938	0.770215	2173060
1	0.443096	0.803762	2267700
1	0.485003	0.835951	2358520
0.77153	0.450972	0.715268	2018030
0.987389	0.326625	0.687465	1939590
0.903092	1	0.995145	2807660
0.965929	0.808285	0.973985	2747960
0.871882	0.105434	0.311333	878383
0.781362	0.105434	0.28804	812666
0.428038	0.105434	0.184952	521816
1	0.105434	0.342627	966673
0.655207	0.105434	0.253699	715777
1	0.105434	0.342627	966673
0.661203	0.613142	0.771438	2176500
0.995249	1	0.999989	2821330
0.989343	1	0.999943	2821200
0.362086	0.228571	0.288989	815341
0.40657	0.478947	0.513328	1448280
0.40657	0.478947	0.513328	1448280
0.814543	1	0.981629	2769530
0.583645	1	0.897916	2533350
0.998219	1	0.999998	2821360
0.675371	0.604114	0.773768	2183080
0.612646	0.606138	0.739211	2085580
0.471375	0.610702	0.646339	1823550
0.605732	0.599904	0.731232	2063070
0.981631	0.599904	0.900713	2541240
0.208208	0.599904	0.384733	1085470
0.513022	0.599904	0.67044	1891550
0.830155	0.602486	0.846682	2388800
0.914716	0.802136	0.960902	2711050
0.571109	0.490798	0.636811	1796670
0.959267	0.734319	0.951231	2683770
0.967291	0.733759	0.953085	2689000
0.719222	0.748624	0.871769	2459570
0.985735	0.596619	0.900302	2540080
0.828052	0.594777	0.841323	2373680
0.160567	0.502741	0.283883	800937
0.50769	0.846115	0.792539	2236040
0.274259	0.845952	0.57097	1610910
0.981634	0.847165	0.984951	2778900
0.757302	0.847252	0.926347	2613560
0.259736	0.847252	0.553202	1560780
0.653076	0.847081	0.880719	2484830
0.946889	1	0.998564	2817310
0.325462	0.752318	0.589383	1662860
0.447559	0.469392	0.537862	1517500
1	0.469392	0.824401	2325930
0.570973	0.663324	0.746461	2106040
0.654265	0.77219	0.850163	2398620
0.94925	0.658365	0.91873	2592070
0.622056	0.483818	0.662348	1868720
1	0.200437	0.522591	1474420
0.989835	0.267784	0.617009	1740810
0.915459	0.0839352	0.274012	773086
0.900333	0.0865782	0.276852	781099
0.999918	1	1	2821360
1	0.452941	0.811667	2290010
0.655711	1	0.932444	2630760
0.871917	1	0.991423	2797160
0.981736	1	0.999832	2820890
0.904513	1	0.995289	2808070
0.707418	1	0.952279	2686720
0.999656	0.45098	0.809987	2285260
0.997725	0.689868	0.9454	2667320
0.616188	1	0.914548	2580270
0.64824	0.252288	0.459667	1296890
0.925583	0.248586	0.568153	1602960
0.920556	0.146193	0.404491	1141210
0.98567	0.652208	0.926895	2615100
0.538181	0.852443	0.816246	2302920
0.766899	0.85176	0.931385	2627770
1	1	1	2821360
0.991812	0.905037	0.994571	2806040
0.774803	0.595218	0.818115	2308200
0.100374	0.789487	0.280144	790389
0.769287	0.00762554	0.0360101	101597
0.551499	0.765078	0.786029	2217670
0.884373	0.240256	0.541585	1528010
0.505736	0.336039	0.471139	1329250
0.235529	1	0.576085	1625340
0.950954	0.259876	0.592578	1671880
0.993808	1	0.999981	2821310
1	0.252773	0.600402	1693950
0.0840917	0.386957	0.143998	406272
0.00239645	0.273584	0.00546134	15408.4
0.981282	0.495344	0.836723	2360700
0.47257	0.461187	0.549984	1551700
0.0537273	1	0.210817	594791
0.947891	1	0.998618	2817460
0.812114	0.85243	0.946872	2671470
0.998208	0.649882	0.929455	2622330
0.594143	1	0.903475	2549030
0.68502	0.404569	0.632772	1785280
0.463698	0.625983	0.649314	1831950
0.0990867	0.453064	0.184216	519740
0.715043	0.737428	0.86476	2439800
0.876032	0.576471	0.850019	2398210
0.998321	1	0.999999	2821360
1	1	1	2821360
0.965584	0.561743	0.87422	2466490
0.936414	0.472453	0.803205	2266130
1	0.384544	0.752051	2121810
0.805663	0.490437	0.762021	2149940
0.411092	1	0.776527	2190860
0.993161	0.503081	0.846324	2387790
0.708412	0.764086	0.873532	2464550
0.876511	1	0.99204	2798900
0.158261	0.166101	0.121938	344031
0.992617	0.855966	0.988084	2787740
1	0.424701	0.788402	2224370
0.784384	0.0450759	0.153529	433160
0.48519	0.640371	0.673888	1901280
0.67178	0.590105	0.76322	2153320
0.871837	1	0.991412	2797130
0.9999	1	1	2821360
0.71125	0.644226	0.815806	2301680
0.807466	1	0.980146	2765350
0.640431	0.908953	0.897093	2531020
0.218565	1	0.550931	1554380
0.00174718	1	0.0128414	36230.1
0.0121269	0.116497	0.0106835	30142
0.622072	0.210234	0.396819	1119570
0.0199963	0.258551	0.0323898	91383.2
1	0.236096	0.576904	1627660
0.486278	0.2654	0.393304	1109650
0.892077	0.732432	0.931458	2627980
0.916245	0.667482	0.912298	2573920
0.283134	0.193831	0.214176	604266
1	0.453125	0.811813	2290420
1	1	1	2821360
0.873484	1	0.991636	2797760
1	0.494253	0.842557	2377160
0.647186	1	0.928791	2620450
0.252741	1	0.600359	1693830
1	1	1	2821360
1	0.463855	0.820181	2314030
1	1	1	2821360
1	0.430464	0.793298	2238180
1	1	1	2821360
0.822789	0.496689	0.774367	2184770
0.999637	1	1	2821360
1	1	1	2821360
1	3.53696e-08	6.4222e-07	1.81194
1	4.35456e-10	9.82156e-09	0.0277102
0.983678	1.20253e-09	2.54978e-08	0.0719386
0.999875	1	1	2821360
0.988697	0.0321289	0.141338	398764
0.999564	0.463235	0.819549	2312240
0.997497	0.488235	0.837402	2362610
1	0.439655	0.800948	2259760
1	0.418803	0.78331	2210000
0.999647	0.490066	0.839465	2368430
1	1	1	2821360
0.781897	0.504127	0.761137	2147440
0.655028	0.472222	0.672268	1896710
0.993721	1	0.99998	2821310
1	1	1	2821360
0.997113	1	0.999996	2821350
1	0.421053	0.785262	2215510
0.999589	0.492857	0.841428	2373970
0.888933	0.444444	0.761979	2149820
1	0.496689	0.844267	2381980
0.275489	0.457143	0.386877	1091520
0.970407	1	0.999558	2820110
1	0.491071	0.840305	2370800
0.890119	0.472868	0.785138	2215160
1	0.436975	0.798737	2253530
1	1	1	2821360
0.998926	1	0.999999	2821360
0.817399	1	0.98221	2771170
0.448895	0.874316	0.759551	2142970
0.00916212	0.242929	0.0158199	44633.6
0.790634	0.638255	0.849759	2397480
0.286203	0.638255	0.493223	1391560
0.213871	0.638255	0.408339	1152070
0.00226228	0.634936	0.0108386	30579.5
0.142874	0.638255	0.309572	873415
0.981942	0.638255	0.919563	2594420
0.983996	1	0.999871	2821000
0.91359	1	0.996154	2810510
0.55646	1	0.882635	2490230
1	0.470588	0.825304	2328480
0.90595	0.470588	0.789794	2228290
1	3.19987e-12	8.78938e-11	0.00024798
0.597022	1	0.904967	2553240
1	1	1	2821360
0.999906	1	1	2821360
0.999921	1	1	2821360
1	0.485714	0.836465	2359970
0.942191	0.484375	0.814373	2297640
0.205918	0.495575	0.334953	945023
0.72197	0.491071	0.722173	2037510
0.989757	0.491071	0.836701	2360640
0.981294	0.467742	0.81642	2303420
0.919552	1	0.996674	2811980
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
1	5.19668e-13	1.52188e-11	4.29377e-05
1	1	1	2821360
0.995172	0.502999	0.846968	2389600
0.999622	1	1	2821360
1	1	1	2821360
1	0.439759	0.801034	2260000
0.748075	0.455696	0.707759	1996840
0.994597	1	0.999985	2821320
0.965276	0.493976	0.829963	2341620
0.99993	0.482353	0.834002	2353020
0.914339	1	0.996222	2810700
1	0.480263	0.832498	2348780
0.999637	0.449664	0.80893	2282280
1	1	1	2821360
1	1	1	2821360
1	0.474074	0.827919	2335860
0.297268	1	0.65789	1856150
1	1	1	2821360
0.99399	0.375	0.740593	2089480
0.998403	0.408451	0.773586	2182570
0.979738	0.426357	0.782364	2207330
1	0.462585	0.819203	2311270
1	3.43995e-24	1.89289e-22	5.34052e-16
1	1.47488e-17	5.86346e-16	1.65429e-09
1	8.2445e-16	2.94591e-14	8.31147e-08
1	1.42564e-11	3.70293e-10	0.00104473
1	1.91195e-09	4.02947e-08	0.113686
1	4.41727e-09	8.93955e-08	0.252217
0.99123	9.70841e-09	1.8726e-07	0.528328
1	6.51273e-09	1.29274e-07	0.36473
1	0.403727	0.769914	2172200
0.890945	1	0.993825	2803940
0.999888	0.477612	0.830507	2343160
0.89903	1	0.994722	2806470
0.89915	1	0.994735	2806510
0.246263	1	0.591365	1668450
0.982023	0.443038	0.797159	2249070
1	0.496815	0.844356	2382230
0.999908	0.452703	0.811446	2289380
0.591202	1	0.901936	2544690
0.999173	0.459459	0.816488	2303610
0.998553	1	0.999999	2821360
0.268866	0.488889	0.39817	1123380
0.999847	0.495652	0.843488	2379780
1	1	1	2821360
1	1	1	2821360
0.9999	1	1	2821360
0.975453	0.45098	0.801158	2260350
1	0.475	0.828609	2337810
0.29587	1	0.65619	1851350
1	0.453237	0.811902	2290670
0.659077	1	0.933856	2634750
0.999912	0.476821	0.82993	2341530
1	0.492188	0.841097	2373040
0.602995	0.623404	0.743702	2098250
0.930613	0.631407	0.90003	2539310
1	0.759019	0.968302	2731930
0.812442	0.425937	0.713268	2012390
1	0.460526	0.817612	2306780
1	1	1	2821360
0.999673	1	1	2821360
1	6.00306e-19	2.57873e-17	7.27552e-11
0.994173	0.469231	0.822202	2319730
0.661116	0.496403	0.693836	1957560
0.990386	1	0.999954	2821230
0.996588	9.22769e-11	2.21717e-09	0.00625544
1	7.20102e-12	1.91956e-10	0.000541578
1	0.496552	0.844172	2381710
0.999914	0.437908	0.799478	2255620
0.982143	1	0.99984	2820910
0.999048	0.427536	0.790475	2230210
0.241758	1	0.585011	1650530
1	1	1	2821360
0.844181	1	0.987175	2785180
0.868246	1	0.990912	2795720
0.977649	1	0.999748	2820650
0.974804	1	0.99968	2820460
0.999544	0.390977	0.757979	2138530
1	0.497277	0.844679	2383140
1	1	1	2821360
0.896175	1	0.994413	2805600
0.902234	1	0.995057	2807420
1	1	1	2821360
0.96757	3.03931e-09	6.07106e-08	0.171287
1	1	1	2821360
1	0.363636	0.731491	2063800
0.961895	0.423611	0.773291	2181730
1	1	1	2821360
1	0.492857	0.841571	2374380
0.937953	0.227448	0.542916	1531760
0.999114	1	1	2821360
1	1	1	2821360
0.999622	0.445205	0.805338	2272150
1	1	1	2821360
0.741597	1	0.963297	2717810
1	0.42029	0.784602	2213640
0.698634	0.487013	0.707058	1994870
1	0.190724	0.506739	1429690
0.999126	1	1	2821360
1	1	1	2821360
0.999899	1	1	2821360
0.999902	0.496503	0.844104	2381520
0.284319	1	0.641895	1811020
0.808958	0.227235	0.495181	1397080
1	6.73511e-10	1.48971e-08	0.04203
0.608035	0.675801	0.776366	2190410
0.867231	0.254688	0.554429	1564240
0.824496	0.45731	0.744817	2101400
0.35192	0.0637088	0.107568	303489
0.974407	0.0484375	0.191312	539761
0.578696	0.0294955	0.086548	244183
0.995907	0.488722	0.837192	2362020
1	1	1	2821360
1	0.482014	0.833779	2352390
1	0.471014	0.825625	2329390
1	1	1	2821360
0.838331	0.245283	0.530868	1497770
1	0.447853	0.807609	2278560
1	0.492647	0.841423	2373960
0.996461	0.475524	0.827745	2335370
0.965601	0.465116	0.808622	2281420
0.899698	0.48855	0.80086	2259510
0.890294	0.480519	0.791048	2231830
0.997641	0.493151	0.840955	2372640
1	0.187648	0.501617	1415240
1	1	1	2821360
1	1	1	2821360
0.691057	0.71314	0.841545	2374300
0.701071	1	0.950054	2680440
0.995002	1.93536e-08	3.61363e-07	1.01954
1	0.445205	0.805474	2272530
1	0.470588	0.825304	2328480
0.999833	1	1	2821360
0.997904	1	0.999998	2821350
1	0.247048	0.592464	1671560
0.995048	0.489362	0.837348	2362460
0.192906	1	0.510344	1439860
0.575503	1	0.893474	2520810
0.250622	1	0.597435	1685580
1	0.519564	0.859757	2425680
1	1	1	2821360
0.676549	1	0.940911	2654650
0.799757	0.885593	0.95257	2687540
0.00139545	0.438456	0.00513888	14498.6
0.352204	0.88938	0.676848	1909630
0.363837	0.161121	0.224912	634557
0.472254	0.215524	0.334346	943311
0.931063	0.207411	0.510683	1440820
0.994591	0.402155	0.766498	2162570
1	0.399229	0.765809	2160620
0.869307	1	0.991061	2796140
0.859844	0.820526	0.951621	2684870
0.988793	1	0.999937	2821180
0.529627	0.557754	0.65562	1849740
1	0.768202	0.970779	2738920
0.968112	0.770134	0.964476	2721130
0.830686	0.803645	0.937345	2644590
0.231837	0.547579	0.388968	1097420
0.236462	0.547286	0.394028	1111700
0.987591	0.29664	0.652631	1841310
0.0636042	0.424062	0.124421	351037
0.984797	0.307411	0.664475	1874720
0.774001	0.421246	0.69145	1950830
0.431848	0.234553	0.333223	940142
0.0244138	0.322446	0.0460081	129806
0.888166	1	0.993499	2803020
0.796627	1	0.977755	2758600
0.952551	1	0.998856	2818130
0.40261	1	0.768899	2169340
0.970376	1	0.999557	2820110
0.00357917	0.744172	0.0184531	52063
0.111669	0.675373	0.270353	762762
0.952838	0.91269	0.991109	2796280
0.979088	0.830298	0.981297	2768590
0.868894	0.600305	0.861087	2429440
0.604443	1	0.908748	2563910
1	1	1	2821360
0.990926	0.462185	0.815639	2301210
0.704778	0.484848	0.708636	1999320
0.979738	0.457364	0.807805	2279110
0.866601	0.446667	0.754469	2128630
0.86322	1	0.990187	2793680
0.916299	1	0.996395	2811190
0.999886	1	1	2821360
1	0.497138	0.844581	2382870
0.999929	0.47619	0.829469	2340230
0.862471	0.228173	0.516699	1457800
0.936358	0.228173	0.543403	1533140
1	0.462264	0.818956	2310570
0.999915	1	1	2821360
0.688794	1	0.945585	2667840
0.846858	0.479042	0.771681	2177190
0.999911	0.493333	0.841877	2375240
1	1	1	2821360
0.951899	0.496599	0.8269	2332980
0.999855	0.491525	0.840577	2371570
0.991468	1	0.999963	2821260
1	0.415094	0.780066	2200850
0.295717	0.446602	0.399431	1126940
0.999564	1	1	2821360
0.977066	0.10661	0.339764	958597
0.625116	0.0998054	0.235482	664379
0.980393	0.425743	0.782082	2206540
0.999871	0.4	0.766469	2162490
0.999911	1	1	2821360
1	0.382353	0.749951	2115880
0.713593	0.147918	0.342893	967426
0.999802	0.162809	0.458278	1292970
0.556148	0.153831	0.295895	834825
0.894834	0.172349	0.442522	1248510
0.967127	0.492424	0.829528	2340400
1	0.469697	0.824632	2326580
0.966919	0.401361	0.755418	2131310
0.507576	0.495798	0.598863	1689610
0.599334	0.480315	0.646338	1823550
0.634421	0.475	0.662814	1870040
0.239617	0.475	0.361163	1018970
0.243963	0.453901	0.35442	999946
1	0.427673	0.790937	2231520
0.999589	1	1	2821360
0.424078	0.180403	0.273153	770663
0.993136	3.66924e-20	1.66747e-18	4.70453e-12
1	4.35164e-09	8.81325e-08	0.248654
1	3.77214e-18	1.55106e-16	4.37611e-10
0.894574	1.3717e-09	2.64053e-08	0.0744988
0.596385	0.493333	0.654173	1845660
1	0.434483	0.796667	2247690
0.995581	1	0.99999	2821330
0.886236	1	0.993269	2802370
1	0.489051	0.838864	2366740
0.999915	1	1	2821360
0.883975	0.665913	0.90059	2540890
0.999667	1	1	2821360
0.716913	4.25106e-06	4.17562e-05	117.809
0.155878	0.0470135	0.0433548	122320
0.479986	0.35013	0.467779	1319770
0.949717	0.597509	0.888977	2508120
0.787196	0.078617	0.234084	660436
0.915545	0.0770641	0.257624	726850
1	0.0433726	0.179473	506357
0.936917	0.228667	0.544314	1535710
0.934176	0.114462	0.345976	976124
0.817847	0.0290236	0.11253	317487
0.762374	0.0830028	0.237942	671321
0.513894	0.0486926	0.117306	330963
0.294507	1	0.654528	1846660
0.697995	1	0.948955	2677340
0.0732009	1	0.264588	746499
0.687289	0.563923	0.75494	2129960
0.736269	0.386019	0.641763	1810640
0.100667	0.386019	0.165066	465712
0.135767	0.386019	0.206946	583868
0.980708	0.791977	0.972973	2745110
1	1	1	2821360
0.990128	1	0.999951	2821220
1	1	1	2821360
0.438502	1	0.799999	2257090
1	1	1	2821360
0.59966	1	0.906322	2557060
0.264801	1	0.616662	1739830
1	0.497472	0.844815	2383530
0.158304	1	0.450096	1269880
1	1	1	2821360
0.878205	1	0.992262	2799530
0.582101	1	0.897082	2530990
0.999617	1	1	2821360
0.912914	0.448819	0.775317	2187450
0.988529	0.420168	0.780289	2201480
0.722737	0.416058	0.662035	1867840
0.999627	0.47619	0.829362	2339930
1	0.473684	0.827628	2335040
1	1	1	2821360
0.976076	0.470968	0.816971	2304970
1	0.459459	0.816783	2304440
0.999893	0.474453	0.828163	2336550
1	0.395161	0.762053	2150030
0.813251	0.484635	0.761094	2147320
0.125323	1	0.385602	1087920
0.880546	0.271001	0.580546	1637930
0.590533	0.262675	0.444191	1253220
0.961015	0.455164	0.799105	2254560
0.799166	0.455164	0.731607	2064130
0.0128205	0.550716	0.0420326	118589
0.959292	0.776647	0.964316	2720680
0.517065	0.815438	0.785765	2216930
0.010461	0.815074	0.0491518	138675
0.973719	0.819363	0.978027	2759370
0.444298	0.816181	0.730469	2060920
0.99457	0.0268506	0.123454	348308
0.0243017	0.496343	0.0653482	184371
0.0567958	0.398506	0.108377	305769
0.0773293	0.49401	0.162925	459670
0.957505	0.133782	0.391332	1104090
0.428564	0.686435	0.65413	1845540
0.993401	0.160714	0.452578	1276890
0.561022	1	0.88529	2497720
0.867093	0.764774	0.935533	2639480
0.00099153	0.554031	0.00467311	13184.5
0.00134792	0.0585157	0.000824054	2324.95
1	1	1	2821360
1	1	1	2821360
0.993797	0.436508	0.796098	2246080
1	1	1	2821360
0.879248	0.475728	0.782857	2208720
0.855374	0.452174	0.75418	2127810
1	1	1	2821360
0.22915	1	0.566774	1599070
0.998154	1	0.999998	2821360
1	3.07174e-16	1.12792e-14	3.18226e-08
0.933536	0.000365046	0.00306169	8638.13
0.987313	0.00158908	0.0117	33010
1	0.444444	0.804858	2270790
1	1	1	2821360
0.999101	0.471831	0.825921	2330220
1	0.496183	0.843913	2380980
0.972698	1	0.999624	2820300
0.999589	0.457143	0.814829	2298930
1	1	1	2821360
1	1	1	2821360
0.269469	1	0.622824	1757210
0.987108	7.443e-09	1.4495e-07	0.408955
1	0.466667	0.822332	2320100
1	1	1	2821360
0.999867	1	1	2821360
0.999571	1	1	2821360
0.854449	1	0.988853	2789910
1	0.465517	0.821455	2317620
0.993891	2.54168e-22	1.28152e-20	3.61563e-14
0.950365	1	0.998747	2817830
1	1	1	2821360
0.994677	0.470588	0.823409	2323140
0.532044	1	0.867779	2448320
0.999917	0.442308	0.80309	2265810
0.998588	1	0.999999	2821360
0.959055	0.424	0.772545	2179630
1	1	1	2821360
1	1	1	2821360
0.87156	1	0.991374	2797020
1	1	1	2821360
0.999875	1	1	2821360
0.992429	0.602027	0.905197	2553890
0.596385	1	0.904638	2552310
0.99986	1	1	2821360
0.978571	6.01341e-18	2.39349e-16	6.75291e-10
1	1.21969e-27	7.68054e-26	2.16696e-19
0.422896	1	0.786853	2220000
0.918212	1	0.99656	2811660
0.257417	0.660507	0.471278	1329640
0.854749	1	0.9889	2790040
0.999595	1	1	2821360
1	1	1	2821360
0.980187	0.0163825	0.0824019	232486
0.967507	0.44	0.789259	2226790
0.995048	0.390071	0.755471	2131460
0.289988	1	0.648969	1830980
1	0.471831	0.826239	2331120
0.999908	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.961369	1	0.999244	2819230
1	1	1	2821360
0.993407	1	0.999978	2821300
0.999601	0.485915	0.836471	2359990
1	0.443548	0.80413	2268740
0.982163	0.448819	0.801898	2262450
0.823909	0.462878	0.749005	2113210
0.9499	0.293338	0.634698	1790710
0.891443	0.432836	0.753296	2125320
1	0.425532	0.789113	2226370
0.999881	1	1	2821360
1	0.464052	0.820332	2314450
0.588308	1	0.900408	2540380
1	1	1	2821360
1	1	1	2821360
0.999516	1	1	2821360
0.99896	0.492424	0.840902	2372490
0.999698	0.525037	0.863209	2435420
0.979251	1	0.999783	2820750
0.999516	0.496124	0.843703	2380390
1	1	1	2821360
0.994121	0.468468	0.821605	2318040
0.227219	0.462185	0.341687	964023
0.13771	0.426087	0.225066	634991
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.897767	1	0.994586	2806090
1	1	1	2821360
0.500025	1	0.846591	2388540
1	1.15149e-11	3.01544e-10	0.000850765
0.999551	1	1	2821360
0.982281	1	0.999842	2820920
1	1	1	2821360
0.999902	1	1	2821360
1	1	1	2821360
0.554236	1	0.881327	2486540
0.999894	0.485507	0.836279	2359440
0.939388	0.489796	0.817287	2305860
0.94144	0.493648	0.82086	2315940
0.999847	0.495652	0.843488	2379780
1	1	1	2821360
