# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant+splice_region_variant	variants_effect_frameshift_variant	variants_effect_frameshift_variant+missense_variant	variants_effect_frameshift_variant+stop_lost+splice_region_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_inframe_insertion+synonymous_variant	variants_effect_missense_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
SAOUHSC_02217	SAOUHSC_02217	YP_500702.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02218	SAOUHSC_02218	YP_500703.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02219	SAOUHSC_02219	YP_500704.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02220	SAOUHSC_02220	YP_500705.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02221	SAOUHSC_02221	YP_500706.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02235	SAOUHSC_02235	YP_500719.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02236	SAOUHSC_02236	YP_500720.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02237	SAOUHSC_02237	YP_500721.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02238	SAOUHSC_02238	YP_500722.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02239	SAOUHSC_02239	YP_500723.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02241	SAOUHSC_02241	YP_500725.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02243	SAOUHSC_02243	YP_500726.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1056	0	0	0
SAOUHSC_02244	SAOUHSC_02244	YP_500727.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02245	SAOUHSC_02245	YP_500728.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02246	SAOUHSC_02246	YP_500729.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02312	SAOUHSC_02312	YP_500791.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02313	SAOUHSC_02313	YP_500792.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02314	SAOUHSC_02314	YP_500793.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02315	SAOUHSC_02315	YP_500794.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02316	SAOUHSC_02316	YP_500795.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02317	SAOUHSC_02317	YP_500796.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02404	SAOUHSC_02404	YP_500880.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	7437	0	0	0
SAOUHSC_02406	SAOUHSC_02406	YP_500882.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02407	SAOUHSC_02407	YP_500883.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02409	SAOUHSC_02409	YP_500884.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02441	SAOUHSC_02441	YP_500909.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02442	SAOUHSC_02442	YP_500910.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02443	SAOUHSC_02443	YP_500911.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02444	SAOUHSC_02444	YP_500912.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02445	SAOUHSC_02445	YP_500913.1		0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1002	0	0	0
SAOUHSC_02447	SAOUHSC_02447	YP_500914.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02448	SAOUHSC_02448	YP_500915.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02449	SAOUHSC_02449	YP_500916.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02450	SAOUHSC_02450	YP_500917.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02463	SAOUHSC_02463	YP_500931.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02464	SAOUHSC_02464	YP_500932.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_02465	SAOUHSC_02465	YP_500933.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_02467	SAOUHSC_02467	YP_500935.1		0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	705	0	0	0
SAOUHSC_02468	SAOUHSC_02468	YP_500936.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02469	SAOUHSC_02469	YP_500937.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_02470	SAOUHSC_02470	YP_500938.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02471	SAOUHSC_02471	YP_500939.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02565	SAOUHSC_02565	YP_501026.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02566	SAOUHSC_02566	YP_501027.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02568	SAOUHSC_02568	YP_501029.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02569	SAOUHSC_02569	YP_501030.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02570	SAOUHSC_02570	YP_501031.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02571	SAOUHSC_02571	YP_501032.1		0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	804	0	0	0
SAOUHSC_02572	SAOUHSC_02572	YP_501033.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02573	SAOUHSC_02573	YP_501034.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02574	SAOUHSC_02574	YP_501035.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02575	SAOUHSC_02575	YP_501036.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02576	SAOUHSC_02576	YP_501037.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02667	SAOUHSC_02667	YP_501129.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02668	SAOUHSC_02668	YP_501130.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02669	SAOUHSC_02669	YP_501131.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02670	SAOUHSC_02670	YP_501132.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02671	SAOUHSC_02671	YP_501133.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02674	SAOUHSC_02674	YP_501136.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02675	SAOUHSC_02675	YP_501137.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02676	SAOUHSC_02676	YP_501138.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02677	SAOUHSC_02677	YP_501139.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02678	SAOUHSC_02678	YP_501140.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02679	SAOUHSC_02679	YP_501141.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02680	SAOUHSC_02680	YP_501142.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02681	SAOUHSC_02681	YP_501143.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02682	SAOUHSC_02682	YP_501144.1		0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	978	1	0	5000
SAOUHSC_02683	SAOUHSC_02683	YP_501145.1		0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	1	0	5000	0	0	0	1	0	5000
SAOUHSC_02684	SAOUHSC_02684	YP_501146.1		0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	1	0	5000	0	0	0	1	0	5000
SAOUHSC_02685	SAOUHSC_02685	YP_501147.1		0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	1	0	5000	0	0	0	1	0	5000
SAOUHSC_02686	SAOUHSC_02686	YP_501148.1		1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	5000	1	0	537	0	0	0
SAOUHSC_02687	SAOUHSC_02687	YP_501149.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02688	SAOUHSC_02688	YP_501150.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02689	SAOUHSC_02689	YP_501151.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02690	SAOUHSC_02690	YP_501152.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02691	SAOUHSC_02691	YP_501153.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02692	SAOUHSC_02692	YP_501154.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02693	SAOUHSC_02693	YP_501155.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02694	SAOUHSC_02694	YP_501156.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02700	SAOUHSC_02700	YP_501162.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_02701	SAOUHSC_02701	YP_501163.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_02702	SAOUHSC_02702	YP_501164.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02704	SAOUHSC_02704	YP_501166.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_02705	SAOUHSC_02705	YP_501167.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_02706	SAOUHSC_02706	YP_501168.1		0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	1311	0	0	0
SAOUHSC_02708	SAOUHSC_02708	YP_501170.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_02709	SAOUHSC_02709	YP_501171.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_02710	SAOUHSC_02710	YP_501172.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_02711	SAOUHSC_02711	YP_501173.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02712	SAOUHSC_02712	YP_501174.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02715	SAOUHSC_02715	YP_501177.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02716	SAOUHSC_02716	YP_501178.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02717	SAOUHSC_02717	YP_501180.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02718	SAOUHSC_02718	YP_501181.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02719	SAOUHSC_02719	YP_501182.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02720	SAOUHSC_02720	YP_501183.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02721	SAOUHSC_02721	YP_501184.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02722	SAOUHSC_02722	YP_501185.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02723	SAOUHSC_02723	YP_501186.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02724	SAOUHSC_02724	YP_501187.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02725	SAOUHSC_02725	YP_501188.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02726	SAOUHSC_02726	YP_501189.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02743	SAOUHSC_02743	YP_501204.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02744	SAOUHSC_02744	YP_501205.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02745	SAOUHSC_02745	YP_501206.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02746	SAOUHSC_02746	YP_501207.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02747	SAOUHSC_02747	YP_501208.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02750	SAOUHSC_02750	YP_501209.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02751	SAOUHSC_02751	YP_501210.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02752	SAOUHSC_02752	YP_501211.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02753	SAOUHSC_02753	YP_501212.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02754	SAOUHSC_02754	YP_501213.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02755	SAOUHSC_02755	YP_501214.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02774	SAOUHSC_02774	YP_501233.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02775	SAOUHSC_02775	YP_501234.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02776	SAOUHSC_02776	YP_501235.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02777	SAOUHSC_02777	YP_501237.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02778	SAOUHSC_02778	YP_501238.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02779	SAOUHSC_02779	YP_501239.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02780	SAOUHSC_02780	YP_501240.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02781	SAOUHSC_02781	YP_501241.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02782	SAOUHSC_02782	YP_501242.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0
SAOUHSC_02783	SAOUHSC_02783	YP_501243.1		0	1	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	795	2	0	5000
SAOUHSC_02784	SAOUHSC_02784	YP_501244.1		0	0	0	3	1	0	0	0	0	0	0	0	0	0	2	1	0	5000	0	0	0	2	0	5000
SAOUHSC_02785	SAOUHSC_02785	YP_501245.1		0	0	0	3	1	0	0	0	0	0	0	0	0	0	2	1	0	5000	0	0	0	2	0	5000
SAOUHSC_02788	SAOUHSC_02788	YP_501248.1		0	0	0	3	1	0	0	0	0	0	0	0	0	0	2	1	0	5000	0	0	0	2	0	5000
SAOUHSC_02789	SAOUHSC_02789	YP_501249.1		0	0	2	1	1	0	0	0	0	0	0	0	2	0	0	1	0	5000	2	0	702	0	0	0
SAOUHSC_02790	SAOUHSC_02790	YP_501250.1		0	0	0	5	3	0	0	0	0	0	0	0	0	0	2	3	0	5000	0	0	0	2	0	5000
SAOUHSC_02791	SAOUHSC_02791	YP_501251.1		0	0	0	4	2	0	0	0	0	0	0	0	0	0	2	2	0	5000	0	0	0	2	0	5000
SAOUHSC_02793	SAOUHSC_02793	YP_501252.1		0	0	2	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	0	1809	2	0	5000
SAOUHSC_02794	SAOUHSC_02794	YP_501253.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_02795	SAOUHSC_02795	YP_501254.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_02796	SAOUHSC_02796	YP_501255.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02797	SAOUHSC_02797	YP_501256.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02798	SAOUHSC_02798	YP_501257.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02799	SAOUHSC_02799	YP_501258.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02800	SAOUHSC_02800	YP_501259.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02801	SAOUHSC_02801	YP_501260.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_02802	SAOUHSC_02802	YP_501261.1		1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2754	0	0	0
SAOUHSC_02803	SAOUHSC_02803	YP_501262.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02804	SAOUHSC_02804	YP_501263.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02805	SAOUHSC_02805	YP_501264.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02806	SAOUHSC_02806	YP_501265.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_02812	SAOUHSC_02812	YP_501270.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_02815	SAOUHSC_02815	YP_501273.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_02816	SAOUHSC_02816	YP_501274.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02817	SAOUHSC_02817	YP_501275.1		1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	99	0	0	0
SAOUHSC_02818	SAOUHSC_02818	YP_501276.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02819	SAOUHSC_02819	YP_501277.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02820	SAOUHSC_02820	YP_501278.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_02821	SAOUHSC_02821	YP_501279.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_02822	SAOUHSC_02822	YP_501280.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_02830	SAOUHSC_02830	YP_501289.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02831	SAOUHSC_02831	YP_501290.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_02832	SAOUHSC_02832	YP_501291.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02833	SAOUHSC_02833	YP_501292.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02834	SAOUHSC_02834	YP_501293.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_02836	SAOUHSC_02836	YP_501294.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02837	SAOUHSC_02837	YP_501295.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02838	SAOUHSC_02838	YP_501296.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02839	SAOUHSC_02839	YP_501297.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02840	SAOUHSC_02840	YP_501298.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02841	SAOUHSC_02841	YP_501299.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02842	SAOUHSC_02842	YP_501300.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_02843	SAOUHSC_02843	YP_501301.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_02849	SAOUHSC_02849	YP_501306.1		0	0	0	10	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	10	0	5000
SAOUHSC_02850	SAOUHSC_02850	YP_501307.1		0	0	0	10	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	10	0	5000
SAOUHSC_02851	SAOUHSC_02851	YP_501308.1		0	0	0	10	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	10	0	5000
SAOUHSC_02852	SAOUHSC_02852	YP_501309.1		0	0	0	10	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	10	0	5000
SAOUHSC_02853	SAOUHSC_02853	YP_501310.1		0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	10	0	5000	0	0	0	0	0	0
SAOUHSC_02855	SAOUHSC_02855	YP_501311.1		0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	10	0	5000	0	0	0	0	0	0
SAOUHSC_02856	SAOUHSC_02856	YP_501312.1		0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	10	0	5000	0	0	0	0	0	0
