# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_frameshift_variant+missense_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_missense_variant	variants_effect_missense_variant+disruptive_inframe_deletion	variants_effect_start_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
SAOUHSC_01589	SAOUHSC_01589	YP_500104.1		0	0	0	5	5	0	0	0	0	0	0	0	0	0	5	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01659	SAOUHSC_01659	YP_500170.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_01660	SAOUHSC_01660	YP_500171.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_01661	SAOUHSC_01661	YP_500172.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_01662	SAOUHSC_01662	YP_500173.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_01663	SAOUHSC_01663	YP_500174.1		0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1800	0	0	0	0	0	0
SAOUHSC_01664	SAOUHSC_01664	YP_500175.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01665	SAOUHSC_01665	YP_500176.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01666	SAOUHSC_01666	YP_500177.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_01667	SAOUHSC_01667	YP_500178.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01752	SAOUHSC_01752	YP_500258.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_01756	SAOUHSC_01756	YP_500261.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01758	SAOUHSC_01758	YP_500263.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01759	SAOUHSC_01759	YP_500264.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01760	SAOUHSC_01760	YP_500265.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01761	SAOUHSC_01761	YP_500266.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01761a	SAOUHSC_01761a	YP_008530242.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_01762	SAOUHSC_01762	YP_500267.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01764	SAOUHSC_01764	YP_500269.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01873	SAOUHSC_01873	YP_500376.1		0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	6561	0	0	0	0	0	0
SAOUHSC_01874	SAOUHSC_01874	YP_500377.1		0	0	0	6	6	0	0	0	0	0	0	0	0	0	6	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01876	SAOUHSC_01876	YP_500379.1		0	0	0	6	6	0	0	0	0	0	0	0	0	0	6	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01954	SAOUHSC_01954	YP_500453.1		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
SAOUHSC_01955	SAOUHSC_01955	YP_500454.1		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
SAOUHSC_01956	SAOUHSC_01956	YP_500455.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01957	SAOUHSC_01957	YP_500456.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01958	SAOUHSC_01958	YP_500457.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01960	SAOUHSC_01960	YP_500459.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02161	SAOUHSC_02161	YP_500650.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_02164	SAOUHSC_02164	YP_500652.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02166	SAOUHSC_02166	YP_500654.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02167	SAOUHSC_02167	YP_500655.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_02169	SAOUHSC_02169	YP_500656.1		0	0	0	6	6	0	0	0	0	0	0	0	0	0	6	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02170	SAOUHSC_02170	YP_500657.1		0	0	1	5	0	0	0	0	0	1	0	0	0	5	0	0	0	1	0	297	0	0	0	5	0	5000
SAOUHSC_02171	SAOUHSC_02171	YP_500658.1		0	0	0	6	1	0	0	0	0	0	0	0	0	5	1	0	5000	0	0	0	0	0	0	5	0	5000
SAOUHSC_02173	SAOUHSC_02173	YP_500659.1		0	0	0	6	1	0	0	0	0	0	0	0	0	5	1	0	5000	0	0	0	0	0	0	5	0	5000
SAOUHSC_02174	SAOUHSC_02174	YP_500660.1		0	0	0	6	1	0	0	0	0	0	0	0	0	5	1	0	5000	0	0	0	0	0	0	5	0	5000
SAOUHSC_02175	SAOUHSC_02175	YP_500661.1		0	0	0	6	5	0	0	0	0	0	0	0	0	1	5	0	5000	0	0	0	0	0	0	1	0	5000
SAOUHSC_02176	SAOUHSC_02176	YP_500662.1		0	0	0	6	1	0	0	0	0	0	0	0	0	5	1	0	5000	0	0	0	0	0	0	5	0	5000
SAOUHSC_02177	SAOUHSC_02177	YP_500663.1		0	0	0	6	1	0	0	0	0	0	0	0	0	5	1	0	5000	0	0	0	0	0	0	5	0	5000
SAOUHSC_02178	SAOUHSC_02178	YP_500664.1		0	0	0	6	1	0	0	0	0	0	0	0	0	5	1	0	5000	0	0	0	0	0	0	5	0	5000
SAOUHSC_02179	SAOUHSC_02179	YP_500665.1		0	1	4	1	1	0	0	0	0	4	0	0	1	0	1	0	5000	5	0	153	0	0	0	0	0	0
SAOUHSC_02180	SAOUHSC_02180	YP_500666.1		0	0	0	8	6	0	0	0	0	0	0	0	0	2	6	0	5000	0	0	0	0	0	0	2	0	5000
SAOUHSC_02181	SAOUHSC_02181	YP_500667.1		0	0	0	7	5	0	0	0	0	0	0	0	0	2	5	0	5000	0	0	0	0	0	0	2	0	5000
SAOUHSC_02182	SAOUHSC_02182	YP_500668.1		0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	4653	0	0	0	0	0	0
SAOUHSC_02183	SAOUHSC_02183	YP_500669.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02184	SAOUHSC_02184	YP_500670.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02185	SAOUHSC_02185	YP_500671.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02186	SAOUHSC_02186	YP_500672.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02187	SAOUHSC_02187	YP_500673.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02188	SAOUHSC_02188	YP_500674.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02197	SAOUHSC_02197	YP_500682.1		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
SAOUHSC_02198	SAOUHSC_02198	YP_500683.1		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
SAOUHSC_02199	SAOUHSC_02199	YP_500684.1		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
SAOUHSC_02200	SAOUHSC_02200	YP_500685.1		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
SAOUHSC_02202	SAOUHSC_02202	YP_500687.1		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
SAOUHSC_02203	SAOUHSC_02203	YP_500688.1		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
SAOUHSC_02204	SAOUHSC_02204	YP_500689.1		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
SAOUHSC_02205	SAOUHSC_02205	YP_500690.1		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
SAOUHSC_02206	SAOUHSC_02206	YP_500691.1		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
SAOUHSC_02207	SAOUHSC_02207	YP_500692.1		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
SAOUHSC_02208	SAOUHSC_02208	YP_500693.1		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
SAOUHSC_02209	SAOUHSC_02209	YP_500694.1		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
SAOUHSC_02210	SAOUHSC_02210	YP_500695.1		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
SAOUHSC_02211	SAOUHSC_02211	YP_500696.1		0	1	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	3	0	372	0	0	0	0	0	0
SAOUHSC_02212	SAOUHSC_02212	YP_500697.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02213	SAOUHSC_02213	YP_500698.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02214	SAOUHSC_02214	YP_500699.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02215	SAOUHSC_02215	YP_500700.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02216	SAOUHSC_02216	YP_500701.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02217	SAOUHSC_02217	YP_500702.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02218	SAOUHSC_02218	YP_500703.1		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
SAOUHSC_02219	SAOUHSC_02219	YP_500704.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02220	SAOUHSC_02220	YP_500705.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02221	SAOUHSC_02221	YP_500706.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02404	SAOUHSC_02404	YP_500880.1		0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	7437	0	0	0	0	0	0
SAOUHSC_02406	SAOUHSC_02406	YP_500882.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02407	SAOUHSC_02407	YP_500883.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02409	SAOUHSC_02409	YP_500884.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02434	SAOUHSC_02434	YP_500903.1		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
SAOUHSC_02435	SAOUHSC_02435	YP_500904.1		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
SAOUHSC_02436	SAOUHSC_02436	YP_500905.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02441	SAOUHSC_02441	YP_500909.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02442	SAOUHSC_02442	YP_500910.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02443	SAOUHSC_02443	YP_500911.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02444	SAOUHSC_02444	YP_500912.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02445	SAOUHSC_02445	YP_500913.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02447	SAOUHSC_02447	YP_500914.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02449	SAOUHSC_02449	YP_500916.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_02450	SAOUHSC_02450	YP_500917.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_02451	SAOUHSC_02451	YP_500918.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_02452	SAOUHSC_02452	YP_500919.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_02453	SAOUHSC_02453	YP_500920.1		0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	933	0	0	0	0	0	0
SAOUHSC_02454	SAOUHSC_02454	YP_500921.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02455	SAOUHSC_02455	YP_500922.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02456	SAOUHSC_02456	YP_500923.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02457	SAOUHSC_02457	YP_500924.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_02458	SAOUHSC_02458	YP_500926.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02459	SAOUHSC_02459	YP_500927.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02460	SAOUHSC_02460	YP_500928.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02463	SAOUHSC_02463	YP_500931.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02464	SAOUHSC_02464	YP_500932.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_02465	SAOUHSC_02465	YP_500933.1		0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	5000
SAOUHSC_02467	SAOUHSC_02467	YP_500935.1		0	0	0	4	1	0	0	0	0	0	0	0	0	3	1	0	5000	0	0	0	0	0	0	3	0	5000
SAOUHSC_02468	SAOUHSC_02468	YP_500936.1		0	0	0	4	1	0	0	0	0	0	0	0	0	3	1	0	5000	0	0	0	0	0	0	3	0	5000
SAOUHSC_02469	SAOUHSC_02469	YP_500937.1		0	0	0	4	3	0	0	0	0	0	0	0	0	1	3	0	5000	0	0	0	0	0	0	1	0	5000
SAOUHSC_02470	SAOUHSC_02470	YP_500938.1		0	0	0	4	1	0	0	0	0	0	0	0	0	3	1	0	5000	0	0	0	0	0	0	3	0	5000
SAOUHSC_02471	SAOUHSC_02471	YP_500939.1		0	0	0	5	4	0	0	0	0	0	0	0	0	1	4	0	5000	0	0	0	0	0	0	1	0	5000
SAOUHSC_02472	SAOUHSC_02472	YP_500940.1		0	0	0	4	3	0	0	0	0	0	0	0	0	1	3	0	5000	0	0	0	0	0	0	1	0	5000
SAOUHSC_02473	SAOUHSC_02473	YP_500941.1		0	0	0	4	3	0	0	0	0	0	0	0	0	1	3	0	5000	0	0	0	0	0	0	1	0	5000
SAOUHSC_02474	SAOUHSC_02474	YP_500942.1		0	0	0	4	3	0	0	0	0	0	0	0	0	1	3	0	5000	0	0	0	0	0	0	1	0	5000
SAOUHSC_02475	SAOUHSC_02475	YP_500943.1		0	0	0	4	3	0	0	0	0	0	0	0	0	1	3	0	5000	0	0	0	0	0	0	1	0	5000
SAOUHSC_02476	SAOUHSC_02476	YP_500944.1		0	0	0	4	3	0	0	0	0	0	0	0	0	1	3	0	5000	0	0	0	0	0	0	1	0	5000
SAOUHSC_02481	SAOUHSC_02481	YP_500949.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02667	SAOUHSC_02667	YP_501129.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_02668	SAOUHSC_02668	YP_501130.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_02669	SAOUHSC_02669	YP_501131.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02670	SAOUHSC_02670	YP_501132.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02671	SAOUHSC_02671	YP_501133.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_02674	SAOUHSC_02674	YP_501136.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_02675	SAOUHSC_02675	YP_501137.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02676	SAOUHSC_02676	YP_501138.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02677	SAOUHSC_02677	YP_501139.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02678	SAOUHSC_02678	YP_501140.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02679	SAOUHSC_02679	YP_501141.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02680	SAOUHSC_02680	YP_501142.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_02681	SAOUHSC_02681	YP_501143.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_02682	SAOUHSC_02682	YP_501144.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	978	0	0	0	0	0	0
SAOUHSC_02683	SAOUHSC_02683	YP_501145.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02684	SAOUHSC_02684	YP_501146.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02685	SAOUHSC_02685	YP_501147.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02686	SAOUHSC_02686	YP_501148.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02771	SAOUHSC_02771	YP_501230.1		0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	5000
SAOUHSC_02772	SAOUHSC_02772	YP_501231.2		0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	5000
SAOUHSC_02773	SAOUHSC_02773	YP_501232.1		0	0	0	10	10	0	0	0	0	0	0	0	0	0	10	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02774	SAOUHSC_02774	YP_501233.1		0	0	0	12	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	12	0	5000
SAOUHSC_02775	SAOUHSC_02775	YP_501234.1		0	5	5	3	0	0	0	0	0	5	0	0	5	3	0	0	0	10	0	420	0	0	0	3	0	5000
SAOUHSC_02776	SAOUHSC_02776	YP_501235.1		0	0	0	13	10	0	0	0	0	0	0	0	0	3	10	0	5000	0	0	0	0	0	0	3	0	5000
SAOUHSC_02777	SAOUHSC_02777	YP_501237.1		0	0	0	13	10	0	0	0	0	0	0	0	0	3	10	0	5000	0	0	0	0	0	0	3	0	5000
SAOUHSC_02778	SAOUHSC_02778	YP_501238.1		0	0	0	13	10	0	0	0	0	0	0	0	0	3	10	0	5000	0	0	0	0	0	0	3	0	5000
SAOUHSC_02779	SAOUHSC_02779	YP_501239.1		0	0	0	26	16	0	0	0	0	0	0	0	0	10	16	0	5000	0	0	0	0	0	0	10	0	5000
SAOUHSC_02780	SAOUHSC_02780	YP_501240.1		0	0	0	27	17	0	0	0	0	0	0	0	0	10	17	0	5000	0	0	0	0	0	0	10	0	5000
SAOUHSC_02781	SAOUHSC_02781	YP_501241.1		0	0	0	27	10	0	0	0	0	0	0	0	0	17	10	0	5000	0	0	0	0	0	0	17	0	5000
SAOUHSC_02782	SAOUHSC_02782	YP_501242.1		0	0	0	29	19	0	0	0	0	0	0	0	0	10	19	0	5000	0	0	0	0	0	0	10	0	5000
SAOUHSC_02783	SAOUHSC_02783	YP_501243.1		0	2	1	26	10	0	0	0	0	1	0	0	2	16	10	0	5000	3	0	795	0	0	0	16	0	5000
SAOUHSC_02784	SAOUHSC_02784	YP_501244.1		0	0	0	19	3	0	0	0	0	0	0	0	0	16	3	0	5000	0	0	0	0	0	0	16	0	5000
SAOUHSC_02785	SAOUHSC_02785	YP_501245.1		0	0	0	19	3	0	0	0	0	0	0	0	0	16	3	0	5000	0	0	0	0	0	0	16	0	5000
SAOUHSC_02788	SAOUHSC_02788	YP_501248.1		0	9	5	5	3	0	0	0	0	5	0	0	9	2	3	0	5000	14	0	786	0	0	0	2	0	5000
SAOUHSC_02789	SAOUHSC_02789	YP_501249.1		0	1	1	17	17	0	0	0	0	1	0	0	1	0	17	0	5000	2	0	702	0	0	0	0	0	0
SAOUHSC_02790	SAOUHSC_02790	YP_501250.1		0	0	0	17	17	0	0	0	0	0	0	0	0	0	17	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02791	SAOUHSC_02791	YP_501251.1		0	0	0	16	16	0	0	0	0	0	0	0	0	0	16	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02793	SAOUHSC_02793	YP_501252.1		0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	5000
SAOUHSC_02798	SAOUHSC_02798	YP_501257.1		0	0	0	17	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	17	0	5000
SAOUHSC_02799	SAOUHSC_02799	YP_501258.1		0	0	0	18	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	18	0	5000
SAOUHSC_02800	SAOUHSC_02800	YP_501259.1		0	0	0	18	18	0	0	0	0	0	0	0	0	0	18	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02801	SAOUHSC_02801	YP_501260.1		0	0	0	24	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	24	0	5000
SAOUHSC_02802	SAOUHSC_02802	YP_501261.1		0	9	9	8	0	0	0	0	0	9	0	0	9	8	0	0	0	18	0	2754	0	0	0	8	0	5000
SAOUHSC_02803	SAOUHSC_02803	YP_501262.1		0	5	3	18	18	0	0	0	0	3	0	0	5	0	18	0	5000	8	0	2973	0	0	0	0	0	0
SAOUHSC_02804	SAOUHSC_02804	YP_501263.1		0	0	0	9	9	0	0	0	0	0	0	0	0	0	9	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02805	SAOUHSC_02805	YP_501264.1		0	0	0	9	9	0	0	0	0	0	0	0	0	0	9	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02806	SAOUHSC_02806	YP_501265.1		0	0	0	9	9	0	0	0	0	0	0	0	0	0	9	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02808	SAOUHSC_02808	YP_501266.1		0	0	0	8	8	0	0	0	0	0	0	0	0	0	8	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_02815	SAOUHSC_02815	YP_501273.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
