ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
1	0.408333	0.774066	2183920
0.580169	0.442308	0.605655	1708770
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.998931	0.448276	0.807564	2278430
0.993786	1	0.999981	2821310
0.998948	0.588038	0.899936	2539040
0.0833011	0.61991	0.20467	577449
0.000248076	0.256414	0.00067826	1913.62
0.45031	0.282158	0.389194	1098060
0.798843	0.282158	0.561218	1583400
0.171951	0.0841645	0.0757695	213773
0.459611	0.0841645	0.164494	464096
0.992226	1	0.99997	2821280
0.643703	1	0.927266	2616150
1	1	1	2821360
1	0.492754	0.841498	2374170
1	0.485075	0.836003	2358670
0.999096	0.515206	0.856575	2416710
1	0.214915	0.545349	1538630
1	0.483607	0.834939	2355660
1	0.47619	0.829494	2340300
0.963219	0.477273	0.816984	2305010
1	1	1	2821360
1	0.491935	0.840918	2372530
1	0.458716	0.816204	2302810
1	0.215124	0.545671	1539530
0.945518	1	0.998488	2817100
1	0.578091	0.894899	2524830
0.605771	1	0.909416	2565790
1	0.454545	0.812935	2293580
0.96851	0.488189	0.826978	2333200
0.65235	0.436508	0.642444	1812570
0.998719	0.411765	0.776656	2191230
0.913842	1	0.996177	2810570
1	0.508852	0.852631	2405580
0.997198	1	0.999996	2821350
0.776969	0.484615	0.744309	2099970
0.980643	0.462121	0.811853	2290530
1	0.432	0.79459	2241830
0.999744	1	1	2821360
0.999845	0.464912	0.820936	2316160
0.998876	0.456693	0.814221	2297210
0.853278	0.572332	0.838368	2365340
0.966257	0.443478	0.791651	2233530
0.862272	0.755615	0.930673	2625760
0.911431	0.875437	0.978043	2759410
0.144697	0.588246	0.294823	831801
0.648721	0.586642	0.74823	2111030
0.340149	0.498621	0.470533	1327540
3.17504e-07	0.501378	2.65101e-06	7.47946
0.000139749	0.347276	0.000530611	1497.04
0.000113731	0.132922	0.000182914	516.066
0.33401	0.0975428	0.144137	406661
0.993638	0.123223	0.379578	1070930
0.928957	0.187449	0.478505	1350030
1	0.507011	0.851384	2402060
0.974469	0.0738583	0.261367	737409
0.997835	1	0.999998	2821350
0.560374	0.473214	0.617162	1741240
0.840874	0.482759	0.771914	2177850
0.539988	1	0.872733	2462290
0.959673	1	0.999176	2819040
0.921235	1	0.996813	2812370
1	0.479452	0.831903	2347100
0.990613	1	0.999956	2821240
0.999839	1	1	2821360
1	1	1	2821360
1	0.491667	0.840728	2372000
1	0.488722	0.838628	2366070
1	1	1	2821360
0.762037	1	0.969128	2734260
1	0.482143	0.833873	2352660
0.394459	1	0.7614	2148190
0.999879	1	1	2821360
1	0.487395	0.837676	2363390
0.980047	0.446154	0.798966	2254170
0.992157	0.429688	0.789783	2228260
0.926229	0.432203	0.766809	2163440
0.907819	0.447917	0.772534	2179600
0.539988	0.429825	0.571102	1611290
0.994962	1	0.999987	2821330
0.988985	0.472222	0.822602	2320860
0.980393	1	0.999807	2820820
1	1	1	2821360
1	1	1	2821360
1	0.175128	0.480243	1354940
0.973647	0.39823	0.755088	2130380
1	0.481132	0.833135	2350570
0.999761	1	1	2821360
0.99601	0.517566	0.85708	2418130
0.510077	0.741573	0.745994	2104720
0.999577	0.456522	0.814338	2297540
1	1	1	2821360
1	1	1	2821360
0.67178	0.358557	0.58375	1646970
1	1	1	2821360
0.999919	0.811036	0.980888	2767440
0.900351	0.418293	0.744387	2100180
0.878734	0.224349	0.517269	1459400
0.951794	0.227381	0.547658	1545140
0.642523	0.11003	0.257998	727904
0.735726	0.888526	0.931597	2628370
0.367044	0.476012	0.479527	1352920
0.291416	0.360873	0.342018	964957
0.929468	1	0.997452	2814170
1	1	1	2821360
0.999881	1	1	2821360
0.99902	0.485294	0.835818	2358140
1	1	1	2821360
0.999877	0.484375	0.835453	2357120
1	1	1	2821360
1	1	1	2821360
0.279387	1	0.63565	1793400
0.319929	1	0.684538	1931330
0.374861	1	0.742675	2095350
0.323619	1	0.688723	1943140
1	0.447761	0.807535	2278350
1	0.434426	0.79662	2247550
1	0.497002	0.844487	2382600
0.806659	1	0.979973	2764860
0.986802	1	0.999913	2821110
1	1	1	2821360
0.999881	1	1	2821360
1	1	1	2821360
0.975605	0.313521	0.668205	1885250
0.971573	0.242991	0.576886	1627600
0.564024	1	0.887017	2502600
0.333081	1	0.69926	1972870
0.208608	1	0.535559	1511000
0.0552222	0.789399	0.180162	508301
0.020327	0.790073	0.0824098	232508
0.000539162	0.791325	0.00373728	10544.2
0.978353	1	0.999764	2820700
0.9999	1	1	2821360
1	0.496732	0.844298	2382070
1	0.455882	0.813987	2296550
0.999357	1	1	2821360
0.99953	0.458015	0.81549	2300790
0.980991	0.463415	0.812982	2293720
0.999089	0.432624	0.794783	2242370
0.999731	0.18366	0.494819	1396060
0.99399	1	0.999982	2821310
0.999899	0.496454	0.844068	2381420
1	0.421053	0.785262	2215510
1	1	1	2821360
1	0.51095	0.854044	2409570
1	0.488189	0.838246	2365000
1	2.14242e-07	3.50418e-06	9.88654
1	0.0229484	0.109567	309129
1	1	1	2821360
1	0.446281	0.806343	2274990
0.998163	0.0593351	0.226622	639383
0.677048	0.121287	0.287377	810795
1	1	1	2821360
0.710025	1	0.953177	2689260
0.995781	1	0.999991	2821340
0.669484	0.246244	0.46204	1303580
0.938167	0.514278	0.834118	2353350
0.671941	0.463682	0.674899	1904130
0.0970993	0.463682	0.184621	520883
0.189047	0.463682	0.301045	849357
0.175921	0.460534	0.284621	803019
0.668169	0.232801	0.444997	1255500
0.471909	0.237475	0.357343	1008190
0.0181908	0.308428	0.0346906	97874.7
0.0548368	0.176928	0.0546755	154259
0.000422255	0.179725	0.000795796	2245.23
0.0761549	0.126398	0.0543216	153261
0.028002	0.0920691	0.0179455	50630.7
0.357447	0.232564	0.289902	817917
0.13332	0.230782	0.137879	389008
0.85367	0.240008	0.529694	1494460
0.98914	0.240008	0.578785	1632960
0.122782	0.319895	0.166422	469536
0.156518	0.431561	0.249581	704159
0.49151	0.236814	0.366736	1034700
0.46162	0.401265	0.49756	1403800
0.540167	0.37592	0.526789	1486260
0.489609	0.157135	0.274256	773776
0.864496	0.219814	0.505586	1426440
1	0.42623	0.789708	2228050
0.99985	0.422414	0.786383	2218670
0.824001	0.424779	0.717457	2024200
0.802111	1	0.978983	2762060
0.638613	1	0.925003	2609770
0.999787	0.181001	0.490311	1383340
0.999062	0.496403	0.843741	2380500
0.999886	1	1	2821360
0.999544	0.488722	0.838469	2365620
0.992396	1	0.999971	2821280
0.0109049	0.250146	0.0188336	53136.3
0.000954908	0.412936	0.00348511	9832.74
4.20977e-05	0.412936	0.000207908	586.584
0.00134047	0.412936	0.00470456	13273.2
1	0.472973	0.827096	2333540
1	0.497087	0.844546	2382770
0.998944	1	0.999999	2821360
0.999853	0.435897	0.797791	2250860
0.97688	0.368421	0.727695	2053090
0.863986	0.368421	0.68269	1926110
0.962621	0.4	0.752533	2123170
1	0.428571	0.791699	2233670
0.996055	0.434783	0.795485	2244350
1	0.434783	0.796917	2248390
1	0.434783	0.796917	2248390
0.905911	0.434783	0.760856	2146650
0.726034	0.434783	0.679652	1917540
0.984314	0.434783	0.791183	2232210
0.938717	0.434783	0.773891	2183430
0.925961	0.423077	0.758874	2141060
0.833321	0.407407	0.706257	1992610
0.90252	0.407407	0.735573	2075320
1	0.407407	0.773235	2181580
0.90252	0.407407	0.735573	2075320
1	0.407407	0.773235	2181580
0.526752	0.407407	0.544869	1537270
0.752089	0.407407	0.668837	1887030
0.955439	0.407407	0.756523	2134430
0.99963	1	1	2821360
0.625049	0.00186717	0.00904862	25529.4
0.0417235	0.00186717	0.000814886	2299.09
0.102855	0.00186717	0.00183555	5178.74
9.4784e-05	0.00186717	2.92849e-06	8.26234
0.999806	1	1	2821360
0.999862	0.495868	0.843644	2380230
1	0.502222	0.848109	2392820
0.999867	0.495935	0.843693	2380360
0.461824	0.460317	0.541755	1528490
0.972499	1	0.999618	2820280
0.984436	0.485294	0.830642	2343540
0.498892	1	0.845805	2386320
0.291215	0.490909	0.421044	1187920
0.994904	0.438849	0.798437	2252680
0.998002	0.409449	0.774332	2184670
0.525955	1	0.863902	2437380
0.501113	1	0.847344	2390660
0.98718	1	0.999917	2821130
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.99944	0.441667	0.802394	2263840
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.999411	1	1	2821360
0.998819	1	0.999999	2821360
0.469509	1	0.824489	2326180
1	1	1	2821360
1	1	1	2821360
1	0.474138	0.827967	2335990
1	1	1	2821360
1	1	1	2821360
0.344154	1	0.711251	2006700
0.487732	1	0.837918	2364070
0.844735	1	0.987269	2785440
0.456105	0.456	0.53458	1508240
0.838685	0.484848	0.772542	2179620
0.999062	0.438849	0.799946	2256940
0.347193	1	0.714479	2015800
0.999853	1	1	2821360
1	1	1	2821360
0.986488	1	0.999908	2821100
0.999612	1	1	2821360
1	1	1	2821360
1	0.487805	0.837971	2364220
0.958404	1	0.999123	2818890
0.993383	1	0.999978	2821300
0.999865	1	1	2821360
0.687713	0.479675	0.695724	1962890
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.787745	1	0.975686	2752760
0.812768	1	0.981262	2768500
1	1	1	2821360
1	1	1	2821360
0.999492	0.436508	0.798167	2251920
0.999836	0.396396	0.763138	2153090
1	1	1	2821360
0.771851	1	0.971732	2741610
1	1	1	2821360
0.599218	0.4	0.582062	1642210
0.469509	1	0.824489	2326180
1	1	1	2821360
0.697952	0.450704	0.678386	1913970
0.962495	0.495413	0.82997	2341640
0.648002	0.481818	0.675658	1906270
0.603703	1	0.908376	2562860
1	1	1	2821360
1	0.479675	0.832066	2347560
0.31679	0.467626	0.431027	1216080
0.651634	0.460938	0.661628	1866690
0.99953	0.465649	0.821388	2317430
1	1	1	2821360
1	0.471698	0.82614	2330840
1	0.223872	0.558937	1576960
1	1	1	2821360
0.9995	0.480315	0.83236	2348390
0.999333	0.490909	0.839956	2369820
1	0.480392	0.832593	2349050
0.633663	1	0.922764	2603450
0.188573	1	0.503164	1419610
9.35741e-10	0.0885218	2.00574e-09	0.00565893
3.04621e-06	0.0885218	4.3485e-06	12.2687
4.06567e-10	0.0885218	9.01471e-10	0.00254337
0.0223211	1	0.107191	302424
4.68494e-10	0.0981097	1.14005e-09	0.00321649
2.46712e-11	0.0981097	6.71613e-11	0.000189486
5.43098e-10	0.0981097	1.31372e-09	0.00370647
0.999379	1	1	2821360
0.999881	1	1	2821360
0.997503	0.501653	0.846851	2389270
1	0.244275	0.588571	1660570
1	1	1	2821360
0.999889	1	1	2821360
1	0.488889	0.838748	2366410
0.992782	1	0.999974	2821290
0.862106	1	0.990023	2793210
0.363526	1	0.731379	2063490
0.714427	1	0.954671	2693470
0.93658	1	0.997945	2815560
0.609269	1	0.911159	2570710
0.230059	1	0.568112	1602850
0.414388	1	0.779444	2199090
0.543622	1	0.87496	2468580
0.427339	1	0.790653	2230720
0.835751	0.471154	0.760756	2146370
0.318618	0.465347	0.431272	1216770
0.78756	0.4375	0.711682	2007910
0.748071	0.442105	0.696663	1965540
0.998839	0.496	0.843381	2379480
0.999308	0.472222	0.826288	2331260
1	1	1	2821360
0.99268	1	0.999973	2821290
0.987024	1	0.999915	2821120
0.411036	1	0.776477	2190720
0.476553	1	0.829763	2341060
0.143535	1	0.422162	1191070
0.0396807	0.54553	0.104618	295164
0.012374	0.54553	0.0404899	114237
0.21497	1	0.545435	1538870
0.393241	1	0.760265	2144980
0.872525	1	0.991506	2797400
0.941194	1	0.998236	2816380
0.818731	1	0.982477	2771920
0.998284	1	0.999999	2821360
0.999612	1	1	2821360
1	1	1	2821360
0.996385	0.40678	0.771346	2176250
1	1	1	2821360
1	1	1	2821360
1	0.489209	0.838976	2367050
1	1	1	2821360
0.655177	0.736036	0.83394	2352850
0.000917107	0.716391	0.00547143	15436.9
0.929296	0.274511	0.603595	1702960
0.921343	0.0272563	0.117636	331894
1	0.033236	0.146375	412978
0.366897	0.214145	0.278431	785555
0.497636	0.156989	0.277296	782352
0.955333	1	0.998987	2818500
0.107246	0.652372	0.256054	722420
0.987657	0.652372	0.927537	2616920
1	0.428571	0.791699	2233670
0.999699	1	1	2821360
0.610063	0.121705	0.267317	754198
0.414014	0.798139	0.696347	1964650
0.00996378	0.122527	0.00941044	26550.3
0.774073	0.296289	0.567068	1599900
0.396995	1	0.763752	2154820
0.630313	0.132433	0.290759	820337
0.269223	1	0.622502	1756300
0.824973	0.489362	0.769899	2172160
0.805548	0.413716	0.699466	1973450
1	1	1	2821360
1	1	1	2821360
0.989084	1	0.99994	2821190
1	1	1	2821360
1	0.783705	0.974712	2750010
0.931063	1	0.997567	2814500
0.77073	1	0.971441	2740790
0.884146	1	0.993014	2801650
0.0114819	0.768813	0.0505801	142705
0.00941841	1	0.0533561	150537
0.853147	1	0.988647	2789330
0.631539	0.501711	0.681014	1921390
0.239931	0.325751	0.277384	782601
1	0.239889	0.582349	1643020
0.988785	0.239889	0.578493	1632140
0.916656	0.239889	0.55295	1560070
0.850453	0.279762	0.579537	1635080
1	1	1	2821360
0.995309	1	0.999989	2821330
0.353233	0.121154	0.177658	501238
0.67032	1	0.938448	2647700
0.783564	1	0.974677	2749920
1	1	1	2821360
0.667778	0.842247	0.886104	2500020
0.51588	0.396138	0.528857	1492100
1	1	1	2821360
0.00168241	0.221495	0.00331464	9351.79
0.531244	0.128614	0.251675	710067
0.336176	0.068268	0.109574	309146
0.975383	0.0467975	0.186546	526314
0.812846	0.0349992	0.129717	365979
0.201842	0.689359	0.413565	1166820
0.145614	0.576022	0.291758	823154
0.160726	0.875161	0.416554	1175250
0.0711606	0.607602	0.179048	505159
0.0734317	0.605923	0.182977	516244
2.20402e-05	0.116749	3.56906e-05	100.696
0.440272	0.432992	0.506591	1429280
0.044367	1	0.182582	515129
1	1	1	2821360
0.972922	1	0.99963	2820320
1	0.496479	0.844121	2381570
1	0.469388	0.824398	2325920
1	0.491803	0.840824	2372270
4.55818e-05	0.00656108	4.79182e-06	13.5194
8.63803e-06	0.00656108	1.00235e-06	2.82798
3.91937e-06	0.00656108	4.7512e-07	1.34049
1.0709e-05	0.00656108	1.22756e-06	3.4634
0.992337	1	0.999971	2821280
1	0.143271	0.421648	1189620
1	0.143271	0.421648	1189620
1	0.525143	0.863379	2435900
0.216857	1	0.548326	1547030
0.119632	0.83294	0.329443	929479
0.882783	1	0.992845	2801170
0.822995	1	0.983319	2774300
0.950897	1	0.998774	2817900
1	1	1	2821360
0.971833	0.365677	0.723041	2039960
0.994154	0.326087	0.689355	1944920
0.994154	0.326087	0.689355	1944920
0.865847	1	0.99057	2794750
0.718989	1	0.95619	2697760
0.953919	1	0.998922	2818320
0.986207	1	0.999904	2821090
0.94554	1	0.998489	2817100
0.000302037	0.69471	0.00198691	5605.79
0.114421	0.829517	0.318416	898366
0.000439873	0.821745	0.00322619	9102.24
0.150238	0.666922	0.330712	933058
0.0567423	1	0.219549	619428
0.455941	0.521911	0.579588	1635230
0.0114083	0.830585	0.0536224	151288
0.737299	0.826079	0.911059	2570430
1	0.64394	0.92737	2616450
0.988124	1	0.999929	2821160
0.853579	0.254244	0.548572	1547720
0.981073	0.0286591	0.128532	362636
0.944527	0.0385601	0.15707	443151
0.00104409	0.00152211	2.28088e-05	64.3518
0.0294482	0.00152695	0.000495057	1396.74
0.00444635	0.0313524	0.00137705	3885.15
0.0503993	0.12328	0.0377831	106600
0.221104	0.0745328	0.0841384	237385
0.961788	0.329417	0.680991	1921320
0.603328	0.580075	0.717412	2024080
0.303937	0.750969	0.565443	1595320
0.00557613	1	0.0345121	97371.1
0.0140292	1	0.0738863	208460
0.979317	0.669419	0.932386	2630600
0.975409	0.660822	0.927648	2617230
0.928164	0.661627	0.913533	2577410
1	0.5178	0.858599	2422420
0.958934	0.5178	0.844161	2381680
0.0853311	0.828801	0.258066	728097
0.910317	0.45098	0.776032	2189470
0.980774	1	0.999814	2820840
0.970639	1	0.999565	2820130
0.980375	1	0.999806	2820810
0.879485	1	0.992427	2800000
0.695787	1	0.948157	2675090
0.719004	1	0.956195	2697770
0.494045	1	0.84241	2376740
0.999606	0.468531	0.82361	2323700
1	0.467742	0.82315	2322400
0.629547	0.478992	0.663051	1870710
0.915281	1	0.996305	2810940
1	1	1	2821360
1	0.432	0.79459	2241830
1	0.492063	0.841009	2372790
0.44456	0.49359	0.552245	1558080
0.365457	1	0.733328	2068980
0.990613	0.495726	0.840306	2370810
1	0.483146	0.834604	2354720
0.847937	1	0.987803	2786950
0.999785	1	1	2821360
0.761344	1	0.96894	2733730
0.97918	1	0.999782	2820750
0.99983	1	1	2821360
1	0.496241	0.843954	2381100
0.974044	1	0.99966	2820400
1	0.454545	0.812935	2293580
0.999421	1	1	2821360
1	1	1	2821360
0.874849	0.409091	0.725636	2047280
1	0.478632	0.8313	2345400
0.996762	0.48	0.831162	2345010
0.998111	1	0.999998	2821360
1	0.458015	0.815658	2301260
1	1.48033e-11	3.83942e-10	0.00108324
1	0.428571	0.791699	2233670
1	0.00544069	0.0338076	95383.5
0.99486	0.434343	0.794683	2242090
1	0.417391	0.782079	2206530
1	0.000647658	0.00540286	15243.4
0.999862	1	1	2821360
1	1	1	2821360
0.297855	1	0.658601	1858150
0.224023	1	0.559163	1577600
1	0.470199	0.825011	2327650
1	1	1	2821360
0.460055	1	0.817246	2305750
0.31564	1	0.679621	1917460
1	1	1	2821360
0.401662	0.387931	0.445493	1256900
1	1	1	2821360
0.517882	0.473684	0.590031	1664690
1	1	1	2821360
0.889338	1	0.993638	2803410
1	1	1	2821360
1	0.485507	0.836316	2359550
0.772572	1	0.971919	2742130
0.992736	0.481203	0.830617	2343470
0.982534	0.496403	0.837919	2364070
1	1	1	2821360
1	0.498059	0.845225	2384680
0.998219	1	0.999998	2821360
0.948596	1	0.998656	2817570
1	1	1	2821360
0.998579	1	0.999999	2821360
0.657171	1	0.933059	2632500
0.471905	0.457627	0.546948	1543140
0.992967	1	0.999975	2821290
0.963164	0.4	0.752741	2123750
0.988501	0.484848	0.831771	2346730
0.720457	1	0.956673	2699120
0.829335	1	0.984529	2777710
0.999839	1	1	2821360
0.994617	0.422414	0.784472	2213280
0.931923	0.439024	0.774785	2185950
0.927814	0.449541	0.781816	2205790
0.967835	0.418182	0.770823	2174770
0.994709	0.461538	0.816501	2303640
0.915878	1	0.996358	2811090
0.396462	0.499075	0.518439	1462700
0.773127	1	0.972062	2742540
1	0.417323	0.782019	2206360
1	1	1	2821360
1	1	1	2821360
1	0.496568	0.844183	2381740
1	1	1	2821360
0.756863	1	0.967705	2730240
0.356477	0.492308	0.480884	1356750
0.999862	1	1	2821360
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.552971	0.457516	0.600705	1694810
1	0.496403	0.844067	2381420
1	1	1	2821360
1	0.335935	0.702386	1981680
0.0840906	0.195125	0.0838453	236558
0.141131	0.291221	0.172282	486069
0.0626698	0.439428	0.126463	356797
0.0452245	0.439428	0.0977429	275768
0.000262143	0.691532	0.0017431	4917.9
0.347531	0.153314	0.209511	591107
0.810767	0.112988	0.310571	876232
0.0398258	0.71155	0.129322	364865
0.582971	0.851494	0.844063	2381410
0.554324	0.162206	0.30651	864776
1	0.162206	0.457241	1290040
0.952383	0.69173	0.933737	2634410
0.859687	0.388396	0.700159	1975400
1	1	1	2821360
0.998604	0.45614	0.813689	2295710
0.948446	0.466667	0.803365	2266580
0.802107	0.384615	0.67131	1894010
0.257991	0.47541	0.380024	1072190
0.438476	1	0.799978	2257030
0.971385	1	0.999587	2820190
1	1	1	2821360
1	1	1	2821360
0.999873	1	1	2821360
1	0.492647	0.841423	2373960
1	0.469697	0.824632	2326580
0.991827	0.496454	0.841245	2373460
0.999544	0.473684	0.827467	2334580
1	0.481203	0.833187	2350720
1	0.409091	0.774744	2185830
1	0.45122	0.810301	2286150
1	0.45614	0.81419	2297120
0.999833	0.481818	0.833578	2351820
1	1	1	2821360
0.0307453	0.229552	0.0420187	118550
0.300192	0.220762	0.246131	694424
0.66099	1	0.934651	2636990
0.998801	1	0.999999	2821360
0.569748	0.232174	0.399861	1128150
1	1	1	2821360
1	1	1	2821360
2.40084e-12	1.98647e-07	2.05967e-17	5.81107e-11
1.33922e-14	1.98647e-07	1.28695e-19	3.63095e-13
1.33922e-14	1.98647e-07	1.28695e-19	3.63095e-13
5.23935e-06	1.98647e-07	2.9757e-11	8.39552e-05
1	1	1	2821360
1	0.369565	0.737441	2080590
0.975157	0.444444	0.795766	2245140
1	0.444444	0.804858	2270790
0.990772	0.466102	0.818598	2309560
0.306789	0.4375	0.403771	1139180
0.171689	1	0.474218	1337940
1	1	1	2821360
1	1	1	2821360
1	0.491803	0.840824	2372270
1	1	1	2821360
1	0.487805	0.837971	2364220
0.999855	0.227978	0.564996	1594060
0.330494	0.462585	0.440007	1241420
1	1	1	2821360
1	1	1	2821360
1	0.448276	0.807948	2279510
0.99891	0.465116	0.82076	2315660
0.999467	1	1	2821360
1	0.496258	0.843966	2381130
0.999844	0.496894	0.844357	2382240
0.999275	0.468354	0.823357	2322990
1	0.488889	0.838748	2366410
0.999869	0.491935	0.840873	2372400
0.653025	0.498467	0.690852	1949140
0.999784	0.49635	0.843955	2381100
0.944564	1	0.998434	2816940
0.886341	1	0.993281	2802400
0.983231	1	0.999859	2820960
1	1	1	2821360
0.495079	1	0.843139	2378800
0.999879	1	1	2821360
0.793663	0.440945	0.717398	2024040
1	0.45	0.809328	2283410
1	0.488722	0.838628	2366070
0.416812	1	0.781572	2205100
1	0.459016	0.816438	2303470
1	1	1	2821360
0.658385	1	0.933567	2633930
0.89036	1	0.993757	2803750
0.229283	1	0.566971	1599630
0.998206	1	0.999998	2821360
0.996929	1	0.999995	2821350
0.985516	1	0.999895	2821060
1	0.478571	0.831255	2345270
0.999395	0.482759	0.834109	2353320
0.875078	1	0.99185	2798370
1	0.470149	0.824973	2327550
0.866601	1	0.990678	2795060
1	1	1	2821360
0.999458	1	1	2821360
0.991867	0.433121	0.792568	2236120
0.166391	1	0.464799	1311370
0.999842	0.495575	0.843432	2379630
0.70698	1	0.952127	2686300
0.907148	0.486667	0.802443	2263980
0.42172	0.453237	0.507428	1431640
1	0.228042	0.56514	1594460
0.424488	1	0.78822	2223850
0.665348	0.498052	0.697384	1967570
0.336806	1	0.703334	1984360
0.327181	1	0.692721	1954420
1	3.9107e-06	5.2606e-05	148.42
0.999897	1	1	2821360
0.999891	1	1	2821360
0.999883	1	1	2821360
0.656535	0.21332	0.415359	1171880
1	7.5646e-17	2.88366e-15	8.13585e-09
1	3.87951e-19	1.68345e-17	4.74962e-11
1	1.18196e-10	2.82e-09	0.00795624
0.913926	1	0.996185	2810600
1	0.496454	0.844103	2381520
1	0.492857	0.841571	2374380
1	1	1	2821360
1	1	1	2821360
0.821398	0.497548	0.774381	2184810
0.967387	0.461538	0.806509	2275450
0.455986	1	0.814069	2296780
1	0.399785	0.766319	2162060
0.819183	0.399785	0.693074	1955410
0.515192	0.399785	0.531401	1499270
0.70974	0.678456	0.833424	2351390
0.462352	0.678456	0.677361	1911080
1	0.659443	0.934008	2635170
0.999612	0.4375	0.799031	2254360
0.321697	1	0.686548	1937000
1	0.528107	0.86528	2441270
1	1	1	2821360
0.999858	1	1	2821360
1	0.476636	0.829824	2341230
1	0.430769	0.793556	2238910
1	0.427184	0.790522	2230350
0.688618	1	0.94552	2667650
0.999881	1	1	2821360
1	1	1	2821360
0.870486	1	0.991226	2796610
0.519302	1	0.859585	2425200
1	1	1	2821360
0.99838	0.216107	0.546643	1542280
1	0.448819	0.808384	2280740
0.999862	1	1	2821360
1	0.453237	0.811902	2290670
0.556687	0.476562	0.61732	1741680
0.75737	0.464286	0.719152	2028990
0.31605	0.448819	0.418879	1181810
1	0.482759	0.834322	2353920
0.636529	0.467105	0.657961	1856340
0.81832	1	0.982395	2771690
1	1	1	2821360
0.931587	1	0.997605	2814600
0.423311	0.498083	0.539051	1520860
0.617634	0.481752	0.658228	1857100
0.4666	0.49359	0.568479	1603890
0.999226	0.470588	0.82503	2327710
0.99929	0.696052	0.948074	2674860
1	1	1	2821360
1	0.475904	0.829281	2339700
1	1	1	2821360
0.999879	1	1	2821360
0.999577	1	1	2821360
0.999925	1	1	2821360
1	1	1	2821360
0.999891	0.433824	0.796078	2246020
0.994511	1	0.999985	2821320
1	0.458647	0.81615	2302650
0.509258	0.460526	0.574634	1621250
0.99902	0.492647	0.841081	2372990
1	0.474074	0.827919	2335860
1	1	1	2821360
0.862976	1	0.990151	2793570
1	0.471545	0.826024	2330510
0.996846	0.829176	0.984006	2776230
0.797523	0.832945	0.93601	2640820
0.843311	0.74302	0.919501	2594240
0.0528897	0.0422642	0.0158784	44798.8
0.0345194	0.487353	0.0855456	241355
0.149413	0.203955	0.136853	386113
0.929292	0.15931	0.430847	1215580
0.984089	0.488095	0.832547	2348910
0.999904	0.462069	0.818771	2310050
0.998944	1	0.999999	2821360
0.998002	1	0.999998	2821360
1	1	1	2821360
1	0.48	0.832305	2348230
0.994904	0.482014	0.831981	2347320
1	1	1	2821360
0.335476	0.47973	0.454929	1283520
0.205919	1	0.531327	1499060
0.217287	0.453237	0.326753	921889
1	1	1	2821360
1	0.492424	0.841265	2373510
0.870507	0.48125	0.783422	2210320
0.721444	0.483221	0.715983	2020050
1	1	1	2821360
0.742911	0.00279917	0.0149219	42100.2
0.986711	0.000387177	0.00338863	9560.54
1	0.0653595	0.243651	687426
1	0.436364	0.798231	2252100
0.818232	0.039404	0.142976	403386
0.0033049	0.035762	0.00118701	3348.98
0.053251	0.035762	0.0138325	39026.6
1	1	1	2821360
0.365205	1	0.733074	2068270
0.942165	0.584303	0.879115	2480300
0.168145	0.584303	0.326207	920349
0.820285	0.584303	0.831787	2346770
2.43654e-05	0.584303	0.000173115	488.419
2.82024e-06	0.704609	2.80763e-05	79.2134
0.0881627	1	0.302272	852819
0.999902	1	1	2821360
1	1	1	2821360
0.902985	0.16954	0.440403	1242530
0.937532	0.496063	0.821116	2316670
1	0.461538	0.818395	2308990
1	0.0324034	0.143531	404952
1	1	1	2821360
0.83527	0.410984	0.710321	2004070
0.322123	1	0.687031	1938360
0.985215	0.546664	0.871864	2459840
0.888378	0.763818	0.941693	2656860
0.20682	0.820898	0.47084	1328410
0.359546	0.834931	0.661427	1866130
0.796514	0.837776	0.937233	2644270
0.821871	0.406239	0.700133	1975330
0.936471	0.687124	0.927164	2615860
0.84461	0.409031	0.712654	2010650
0.726788	0.839223	0.91149	2571640
0.405065	0.500114	0.526021	1484100
0.956482	1	0.999039	2818650
0.99958	1	1	2821360
0.976426	1	0.99972	2820570
0.972361	1	0.999614	2820270
1	0.436975	0.798737	2253530
1	0.176451	0.482543	1361430
0.285945	0.171911	0.197255	556527
0.507368	1	0.851627	2402750
1	0.380531	0.748195	2110930
1	0.479167	0.831693	2346510
1	1	1	2821360
0.999899	1	1	2821360
0.482654	0.48951	0.577147	1628340
1	1	1	2821360
1	0.472	0.826366	2331480
1	0.495327	0.843313	2379290
0.993777	1	0.999981	2821310
0.323165	0.46988	0.438064	1235940
1	1	1	2821360
1	0.469136	0.824207	2325390
1	0.505107	0.850088	2398400
1	1	1	2821360
0.99986	1	1	2821360
1	1	1	2821360
1	0.462963	0.819495	2312090
1	0.47	0.824861	2327230
0.999862	0.495868	0.843644	2380230
0.997198	1	0.999996	2821350
1	1	1	2821360
1	1	1	2821360
1	0.430657	0.793461	2238640
1	1	1	2821360
0.695478	1	0.948045	2674780
0.999583	0.467626	0.822914	2321740
1	1	1	2821360
0.383077	0.431034	0.462513	1304920
8.57494e-06	2.52717e-05	5.0389e-09	0.0142165
